model,family,mtype,size,sub_i,sub_j,pair_type,human_r,pred_r,amplification_ratio,signed_diff,abs_diff
llama1b_instruct,llama,instruct,1.0,IRI_Perspective_taking,BigFive_Openness,cognitive_cognitive,0.1375948994500437,0.1580156962553483,1.1484124548724188,0.02042079680530462,0.02042079680530462
llama1b_instruct,llama,instruct,1.0,IRI_Perspective_taking,SelfConst_Independent_self,cognitive_social,0.0781023657329456,0.51745246364552,6.625311010614435,0.4393500979125744,0.4393500979125744
llama1b_instruct,llama,instruct,1.0,IRI_Perspective_taking,SelfConst_Interdependent_self,cognitive_social,0.3763493765579964,0.3956578966679673,1.051304775064495,0.019308520109970917,0.019308520109970917
llama1b_instruct,llama,instruct,1.0,IRI_Perspective_taking,LifeSat_Life_Satisfaction,affect_cognitive,0.0169341144368968,0.3253020956655252,19.209867565128917,0.3083679812286284,0.3083679812286284
llama1b_instruct,llama,instruct,1.0,IRI_Perspective_taking,Lonely_Loneliness,affect_cognitive,-0.1849937929362051,-0.0815362147063763,0.4407510836565958,0.1034575782298288,0.1034575782298288
llama1b_instruct,llama,instruct,1.0,IRI_Fantasy,IRI_Empathic_concern,within_scale,0.3706209196161055,0.4501590458448493,1.2146077623225655,0.07953812622874379,0.07953812622874379
llama1b_instruct,llama,instruct,1.0,IRI_Fantasy,IRI_Personal_distress,within_scale,0.3308957665144541,0.408359632011574,1.2341035254488095,0.07746386549711987,0.07746386549711987
llama1b_instruct,llama,instruct,1.0,IRI_Fantasy,PANAS_Positive_Affect,affect_cognitive,-0.0007664699810815,-0.0937903113764784,,-0.0930238413953969,0.0930238413953969
llama1b_instruct,llama,instruct,1.0,IRI_Fantasy,PANAS_Negative_Affect,affect_cognitive,0.2238166936468798,0.3412773775489425,1.5248075198867106,0.11746068390206268,0.11746068390206268
llama1b_instruct,llama,instruct,1.0,IRI_Fantasy,POM_Peace_of_Mind,affect_cognitive,-0.1389352237888281,-0.10728471663435,0.7721923476901389,0.031650507154478105,0.031650507154478105
llama1b_instruct,llama,instruct,1.0,IRI_Fantasy,BigFive_Extraversion,cognitive_social,0.0807086947857257,0.3205452680203267,3.971632410502306,0.23983657323460097,0.23983657323460097
llama1b_instruct,llama,instruct,1.0,IRI_Fantasy,BigFive_Agreeableness,cognitive_social,0.0810782565288163,0.1174108764112154,1.448117922583671,0.03633261988239911,0.03633261988239911
llama1b_instruct,llama,instruct,1.0,IRI_Fantasy,BigFive_Conscientiousness,cognitive_cognitive,-0.2034452516585949,0.251684614128025,-1.2371122553913494,0.4551298657866199,0.4551298657866199
llama1b_instruct,llama,instruct,1.0,IRI_Fantasy,BigFive_Neuroticism,affect_cognitive,0.2155317582109705,0.2177786430289135,1.0104248433576255,0.0022468848179429957,0.0022468848179429957
llama1b_instruct,llama,instruct,1.0,IRI_Fantasy,BigFive_Openness,cognitive_cognitive,-0.050456731884954,-0.0846609595590197,1.6778922533479674,-0.0342042276740657,0.0342042276740657
llama1b_instruct,llama,instruct,1.0,IRI_Fantasy,SelfConst_Independent_self,cognitive_social,0.0054414023548496,-0.1052470300693169,,-0.11068843242416651,0.11068843242416651
llama1b_instruct,llama,instruct,1.0,IRI_Fantasy,SelfConst_Interdependent_self,cognitive_social,0.1816660764877526,0.3196410644351137,1.759497813873153,0.1379749879473611,0.1379749879473611
llama1b_instruct,llama,instruct,1.0,IRI_Fantasy,LifeSat_Life_Satisfaction,affect_cognitive,-0.1182575367466149,-0.254320020531869,2.1505607805512557,-0.13606248378525407,0.13606248378525407
llama1b_instruct,llama,instruct,1.0,IRI_Fantasy,Lonely_Loneliness,affect_cognitive,0.0188661268326879,0.4498308224598184,23.84330532965732,0.4309646956271305,0.4309646956271305
llama1b_instruct,llama,instruct,1.0,IRI_Empathic_concern,IRI_Personal_distress,within_scale,0.3782623305565888,0.2057217765777453,0.5438600673639347,-0.17254055397884352,0.17254055397884352
llama1b_instruct,llama,instruct,1.0,IRI_Empathic_concern,PANAS_Positive_Affect,affect_social,0.0056088014587591,0.0384603122474416,,0.032851510788682495,0.032851510788682495
llama1b_instruct,llama,instruct,1.0,IRI_Empathic_concern,PANAS_Negative_Affect,affect_social,0.2101682426513958,0.1205021749776038,0.5733605299135497,-0.08966606767379201,0.08966606767379201
llama1b_instruct,llama,instruct,1.0,IRI_Empathic_concern,POM_Peace_of_Mind,affect_social,-0.0978173461455466,0.0506464311137697,-0.517765336205408,0.1484637772593163,0.1484637772593163
llama1b_instruct,llama,instruct,1.0,IRI_Empathic_concern,BigFive_Extraversion,social_social,0.1310469198934273,0.3465923867916117,2.6447961315952697,0.2155454668981844,0.2155454668981844
llama1b_instruct,llama,instruct,1.0,IRI_Empathic_concern,BigFive_Agreeableness,social_social,0.4700891724010413,0.1454431846773317,0.3093948833887447,-0.3246459877237096,0.3246459877237096
llama1b_instruct,llama,instruct,1.0,IRI_Empathic_concern,BigFive_Conscientiousness,cognitive_social,-0.1093590128817475,0.0326404531686637,-0.29847062723543966,0.1419994660504112,0.1419994660504112
llama1b_instruct,llama,instruct,1.0,IRI_Empathic_concern,BigFive_Neuroticism,affect_social,0.1495859314422549,0.0382077929226357,0.2554237056536641,-0.1113781385196192,0.1113781385196192
llama1b_instruct,llama,instruct,1.0,IRI_Empathic_concern,BigFive_Openness,cognitive_social,0.065264043100276,0.1506410579008943,2.308178450872855,0.0853770148006183,0.0853770148006183
llama1b_instruct,llama,instruct,1.0,IRI_Empathic_concern,SelfConst_Independent_self,social_social,-0.0803015415932576,0.0118648926272167,-0.14775423225763973,0.0921664342204743,0.0921664342204743
llama1b_instruct,llama,instruct,1.0,IRI_Empathic_concern,SelfConst_Interdependent_self,social_social,0.437418299700178,0.4255938136761016,0.972967555239044,-0.011824486024076375,0.011824486024076375
llama1b_instruct,llama,instruct,1.0,IRI_Empathic_concern,LifeSat_Life_Satisfaction,affect_social,-0.0994772298781971,-0.0479835298117292,0.4823569159543513,0.0514937000664679,0.0514937000664679
llama1b_instruct,llama,instruct,1.0,IRI_Empathic_concern,Lonely_Loneliness,affect_social,-0.144702481326898,0.2645674593229536,-1.8283546826351107,0.4092699406498516,0.4092699406498516
llama1b_instruct,llama,instruct,1.0,IRI_Personal_distress,PANAS_Positive_Affect,affect_affect,-0.2855822135455922,-0.6268896195213506,2.1951283721010513,-0.34130740597575837,0.34130740597575837
llama1b_instruct,llama,instruct,1.0,IRI_Personal_distress,PANAS_Negative_Affect,affect_affect,0.5294570102216241,0.8484386660650172,1.6024694161852184,0.3189816558433931,0.3189816558433931
llama1b_instruct,llama,instruct,1.0,IRI_Personal_distress,POM_Peace_of_Mind,affect_affect,-0.3883839878343598,-0.6943924982545886,1.7879019733190882,-0.3060085104202288,0.3060085104202288
llama1b_instruct,llama,instruct,1.0,IRI_Personal_distress,BigFive_Extraversion,affect_social,-0.0579335353592926,-0.2626753522270995,4.534081177646724,-0.20474181686780688,0.20474181686780688
llama1b_instruct,llama,instruct,1.0,IRI_Personal_distress,BigFive_Agreeableness,affect_social,0.2558076569058266,0.0457982757956945,0.17903403029313839,-0.21000938111013207,0.21000938111013207
llama1b_instruct,llama,instruct,1.0,IRI_Personal_distress,BigFive_Conscientiousness,affect_cognitive,-0.3401424925970019,-0.1887091060142864,0.5547942704055722,0.15143338658271552,0.15143338658271552
llama1b_instruct,llama,instruct,1.0,IRI_Personal_distress,BigFive_Neuroticism,affect_affect,0.5104295874631224,0.5593809908320759,1.09590236258099,0.04895140336895354,0.04895140336895354
llama1b_instruct,llama,instruct,1.0,IRI_Personal_distress,BigFive_Openness,affect_cognitive,-0.2001937411071401,-0.1676958527032676,0.8376678100716434,0.03249788840387252,0.03249788840387252
llama1b_instruct,llama,instruct,1.0,IRI_Personal_distress,SelfConst_Independent_self,affect_social,-0.1852491281846682,-0.6631070964893038,3.579542333005077,-0.47785796830463556,0.47785796830463556
llama1b_instruct,llama,instruct,1.0,IRI_Personal_distress,SelfConst_Interdependent_self,affect_social,0.3115448414218291,0.054121902312031,0.1737210671344431,-0.2574229391097981,0.2574229391097981
llama1b_instruct,llama,instruct,1.0,IRI_Personal_distress,LifeSat_Life_Satisfaction,affect_affect,-0.2644579776515124,-0.7926142757804613,2.9971274938240775,-0.5281562981289489,0.5281562981289489
llama1b_instruct,llama,instruct,1.0,IRI_Personal_distress,Lonely_Loneliness,affect_affect,0.18842654885845,0.6528555446744151,3.4647747285593704,0.4644289958159651,0.4644289958159651
llama1b_instruct,llama,instruct,1.0,PANAS_Positive_Affect,PANAS_Negative_Affect,within_scale,-0.1155486587886431,-0.5990553609238956,5.18444235704772,-0.4835067021352525,0.4835067021352525
llama1b_instruct,llama,instruct,1.0,PANAS_Positive_Affect,POM_Peace_of_Mind,affect_affect,0.4043980239852481,0.8213398604774221,2.0310184812064844,0.41694183649217403,0.41694183649217403
llama1b_instruct,llama,instruct,1.0,PANAS_Positive_Affect,BigFive_Extraversion,affect_social,0.304035391358864,0.40450138567267,1.3304417747709587,0.10046599431380604,0.10046599431380604
llama1b_instruct,llama,instruct,1.0,PANAS_Positive_Affect,BigFive_Agreeableness,affect_social,-0.0953433540889089,0.3215702446100416,-3.3727599336412393,0.4169135986989505,0.4169135986989505
llama1b_instruct,llama,instruct,1.0,PANAS_Positive_Affect,BigFive_Conscientiousness,affect_cognitive,0.3535661062107319,0.3740885182582357,1.05804405933433,0.02052241204750377,0.02052241204750377
llama1b_instruct,llama,instruct,1.0,PANAS_Positive_Affect,BigFive_Neuroticism,affect_affect,-0.2395934489048498,-0.2956029512420514,1.2337689222857038,-0.05600950233720159,0.05600950233720159
llama1b_instruct,llama,instruct,1.0,PANAS_Positive_Affect,BigFive_Openness,affect_cognitive,0.3999394212485611,0.1837445335101329,0.4594309131530604,-0.21619488773842818,0.21619488773842818
llama1b_instruct,llama,instruct,1.0,PANAS_Positive_Affect,SelfConst_Independent_self,affect_social,0.5018794906994306,0.8379110923434375,1.6695463908590997,0.3360316016440069,0.3360316016440069
llama1b_instruct,llama,instruct,1.0,PANAS_Positive_Affect,SelfConst_Interdependent_self,affect_social,0.0270265323841661,0.2515162293563707,9.306270807561138,0.22448969697220458,0.22448969697220458
llama1b_instruct,llama,instruct,1.0,PANAS_Positive_Affect,LifeSat_Life_Satisfaction,affect_affect,0.3754486441349218,0.7728390637045549,2.0584414826833846,0.3973904195696331,0.3973904195696331
llama1b_instruct,llama,instruct,1.0,PANAS_Positive_Affect,Lonely_Loneliness,affect_affect,-0.3697831339693283,-0.474702387834064,1.2837318531500093,-0.10491925386473566,0.10491925386473566
llama1b_instruct,llama,instruct,1.0,PANAS_Negative_Affect,POM_Peace_of_Mind,affect_affect,-0.5766884713941555,-0.6709955621700512,1.1635321242817747,-0.09430709077589572,0.09430709077589572
llama1b_instruct,llama,instruct,1.0,PANAS_Negative_Affect,BigFive_Extraversion,affect_social,-0.1323805357997911,-0.3180441470245689,2.402499318370872,-0.1856636112247778,0.1856636112247778
llama1b_instruct,llama,instruct,1.0,PANAS_Negative_Affect,BigFive_Agreeableness,affect_social,-0.0574017480725705,0.0372172331276258,-0.6483641069706395,0.0946189812001963,0.0946189812001963
llama1b_instruct,llama,instruct,1.0,PANAS_Negative_Affect,BigFive_Conscientiousness,affect_cognitive,-0.2985335682367622,-0.1290362813214039,0.4322337420328802,0.1694972869153583,0.1694972869153583
llama1b_instruct,llama,instruct,1.0,PANAS_Negative_Affect,BigFive_Neuroticism,affect_affect,0.5956331777420659,0.457400580767383,0.767923275364383,-0.13823259697468293,0.13823259697468293
llama1b_instruct,llama,instruct,1.0,PANAS_Negative_Affect,BigFive_Openness,affect_cognitive,-0.1167409204094412,-0.0844715740178516,0.7235815318363733,0.0322693463915896,0.0322693463915896
llama1b_instruct,llama,instruct,1.0,PANAS_Negative_Affect,SelfConst_Independent_self,affect_social,-0.2263810536303488,-0.5899311398689686,2.6059209920996764,-0.36355008623861984,0.36355008623861984
llama1b_instruct,llama,instruct,1.0,PANAS_Negative_Affect,SelfConst_Interdependent_self,affect_social,0.0843883716573425,0.0261500726290749,0.3098776776409054,-0.058238299028267604,0.058238299028267604
llama1b_instruct,llama,instruct,1.0,PANAS_Negative_Affect,LifeSat_Life_Satisfaction,affect_affect,-0.4079942081992174,-0.7468581688627105,1.8305607134943225,-0.3388639606634931,0.3388639606634931
llama1b_instruct,llama,instruct,1.0,PANAS_Negative_Affect,Lonely_Loneliness,affect_affect,0.3386000777626718,0.5481799701095824,1.6189599651947135,0.2095798923469106,0.2095798923469106
llama1b_instruct,llama,instruct,1.0,POM_Peace_of_Mind,BigFive_Extraversion,affect_social,0.1082377433043031,0.4277638845948243,3.9520768960619868,0.3195261412905212,0.3195261412905212
llama1b_instruct,llama,instruct,1.0,POM_Peace_of_Mind,BigFive_Agreeableness,affect_social,0.0650822784924807,0.260191579936628,3.9978867667746036,0.1951093014441473,0.1951093014441473
llama1b_instruct,llama,instruct,1.0,POM_Peace_of_Mind,BigFive_Conscientiousness,affect_cognitive,0.2046240763661845,0.3909366357226668,1.9105114249755593,0.1863125593564823,0.1863125593564823
llama1b_instruct,llama,instruct,1.0,POM_Peace_of_Mind,BigFive_Neuroticism,affect_affect,-0.525213997135656,-0.3916324061462167,0.7456625457090839,0.13358159098943928,0.13358159098943928
llama1b_instruct,llama,instruct,1.0,POM_Peace_of_Mind,BigFive_Openness,affect_cognitive,0.1427760721896465,0.2248111030489081,1.574571282156412,0.08203503085926162,0.08203503085926162
llama1b_instruct,llama,instruct,1.0,POM_Peace_of_Mind,SelfConst_Independent_self,affect_social,0.2895192592870562,0.8071030987042811,2.787735436639966,0.517583839417225,0.517583839417225
llama1b_instruct,llama,instruct,1.0,POM_Peace_of_Mind,SelfConst_Interdependent_self,affect_social,0.0410384690635432,0.2078650786083632,5.065127509666815,0.16682660954482,0.16682660954482
llama1b_instruct,llama,instruct,1.0,POM_Peace_of_Mind,LifeSat_Life_Satisfaction,affect_affect,0.6897377245732463,0.8337845586692924,1.2088429108110195,0.14404683409604602,0.14404683409604602
llama1b_instruct,llama,instruct,1.0,POM_Peace_of_Mind,Lonely_Loneliness,affect_affect,-0.4673179722857797,-0.4964023741366434,1.0622368570774283,-0.029084401850863695,0.029084401850863695
llama1b_instruct,llama,instruct,1.0,BigFive_Extraversion,BigFive_Agreeableness,within_scale,-0.0949578376115242,0.0803950318313216,-0.8466392438317779,0.17535286944284578,0.17535286944284578
llama1b_instruct,llama,instruct,1.0,BigFive_Extraversion,BigFive_Conscientiousness,within_scale,-0.0749633428742371,0.2859632303566818,-3.814707554283305,0.3609265732309189,0.3609265732309189
llama1b_instruct,llama,instruct,1.0,BigFive_Extraversion,BigFive_Neuroticism,within_scale,0.013526683613174,-0.0112492725331401,-0.8316356658319509,-0.0247759561463141,0.0247759561463141
llama1b_instruct,llama,instruct,1.0,BigFive_Extraversion,BigFive_Openness,within_scale,0.374028887685193,0.0091138218755549,0.024366625615360717,-0.36491506580963806,0.36491506580963806
llama1b_instruct,llama,instruct,1.0,BigFive_Extraversion,SelfConst_Independent_self,social_social,0.383065040512844,0.3715544179063288,0.969951257908827,-0.011510622606515197,0.011510622606515197
llama1b_instruct,llama,instruct,1.0,BigFive_Extraversion,SelfConst_Interdependent_self,social_social,0.1087385289929,0.4848779464600177,4.459118133662424,0.3761394174671177,0.3761394174671177
llama1b_instruct,llama,instruct,1.0,BigFive_Extraversion,LifeSat_Life_Satisfaction,affect_social,0.1514776054608016,0.3049664908772184,2.013277737983095,0.15348888541641678,0.15348888541641678
llama1b_instruct,llama,instruct,1.0,BigFive_Extraversion,Lonely_Loneliness,affect_social,-0.4589356266931431,-0.0301070509007124,0.06560190394816047,0.42882857579243067,0.42882857579243067
llama1b_instruct,llama,instruct,1.0,BigFive_Agreeableness,BigFive_Conscientiousness,within_scale,0.0102069144256358,0.2181262826006933,21.37044296686224,0.20791936817505752,0.20791936817505752
llama1b_instruct,llama,instruct,1.0,BigFive_Agreeableness,BigFive_Neuroticism,within_scale,-0.1604544666739748,0.0811516116981996,-0.5057610011137329,0.2416060783721744,0.2416060783721744
llama1b_instruct,llama,instruct,1.0,BigFive_Agreeableness,BigFive_Openness,within_scale,-0.046032666273312,-0.0167323351314683,0.36348828964463165,0.0293003311418437,0.0293003311418437
llama1b_instruct,llama,instruct,1.0,BigFive_Agreeableness,SelfConst_Independent_self,social_social,-0.1388279137981352,0.2545908451687754,-1.833859187273872,0.3934187589669106,0.3934187589669106
llama1b_instruct,llama,instruct,1.0,BigFive_Agreeableness,SelfConst_Interdependent_self,social_social,0.4270687033594729,0.2264939600183276,0.5303454882941464,-0.20057474334114528,0.20057474334114528
llama1b_instruct,llama,instruct,1.0,BigFive_Agreeableness,LifeSat_Life_Satisfaction,affect_social,-0.0681672471329937,0.2066295902749377,-3.031215121124155,0.2747968374079314,0.2747968374079314
llama1b_instruct,llama,instruct,1.0,BigFive_Agreeableness,Lonely_Loneliness,affect_social,-0.1211838981515432,0.0098740248903071,-0.08147967709339905,0.1310579230418503,0.1310579230418503
llama1b_instruct,llama,instruct,1.0,BigFive_Conscientiousness,BigFive_Neuroticism,within_scale,-0.2594539542198637,-0.1197055970462852,0.4613751114575249,0.13974835717357853,0.13974835717357853
llama1b_instruct,llama,instruct,1.0,BigFive_Conscientiousness,BigFive_Openness,within_scale,0.0546263542895831,0.3379136221856784,6.185908369325616,0.28328726789609526,0.28328726789609526
llama1b_instruct,llama,instruct,1.0,BigFive_Conscientiousness,SelfConst_Independent_self,cognitive_social,0.1737890582742088,0.3359832339206167,1.9332818605328639,0.1621941756464079,0.1621941756464079
llama1b_instruct,llama,instruct,1.0,BigFive_Conscientiousness,SelfConst_Interdependent_self,cognitive_social,-0.0018154185359622,0.0888278033357534,,0.0906432218717156,0.0906432218717156
llama1b_instruct,llama,instruct,1.0,BigFive_Conscientiousness,LifeSat_Life_Satisfaction,affect_cognitive,0.2171927893560278,0.2804734786304108,1.2913572290406552,0.06328068927438299,0.06328068927438299
llama1b_instruct,llama,instruct,1.0,BigFive_Conscientiousness,Lonely_Loneliness,affect_cognitive,-0.1753595321199811,-0.2306684689241673,1.31540308151794,-0.05530893680418622,0.05530893680418622
llama1b_instruct,llama,instruct,1.0,BigFive_Neuroticism,BigFive_Openness,within_scale,-0.0445387805619514,-0.2513121227977526,5.6425461053696555,-0.2067733422358012,0.2067733422358012
llama1b_instruct,llama,instruct,1.0,BigFive_Neuroticism,SelfConst_Independent_self,affect_social,-0.1533157014938961,-0.397194470194617,2.590696623531611,-0.24387876870072092,0.24387876870072092
llama1b_instruct,llama,instruct,1.0,BigFive_Neuroticism,SelfConst_Interdependent_self,affect_social,0.0062020528049378,0.0983601603519148,,0.09215810754697701,0.09215810754697701
llama1b_instruct,llama,instruct,1.0,BigFive_Neuroticism,LifeSat_Life_Satisfaction,affect_affect,-0.2833454572921715,-0.5139955306067598,1.8140242498285537,-0.23065007331458837,0.23065007331458837
llama1b_instruct,llama,instruct,1.0,BigFive_Neuroticism,Lonely_Loneliness,affect_affect,0.234332319601605,0.4462171868720034,1.904206759147137,0.2118848672703984,0.2118848672703984
llama1b_instruct,llama,instruct,1.0,BigFive_Openness,SelfConst_Independent_self,cognitive_social,0.3406711029459182,0.1461529725450661,0.4290148805731492,-0.19451813040085209,0.19451813040085209
llama1b_instruct,llama,instruct,1.0,BigFive_Openness,SelfConst_Interdependent_self,cognitive_social,-0.099685173410681,-0.0212882479507458,0.21355480682210282,0.07839692545993521,0.07839692545993521
llama1b_instruct,llama,instruct,1.0,BigFive_Openness,LifeSat_Life_Satisfaction,affect_cognitive,0.1359975269215463,0.2379469407405191,1.7496416745709278,0.1019494138189728,0.1019494138189728
llama1b_instruct,llama,instruct,1.0,BigFive_Openness,Lonely_Loneliness,affect_cognitive,-0.284213527238953,-0.3708075187295256,1.304679345602606,-0.08659399149057262,0.08659399149057262
llama1b_instruct,llama,instruct,1.0,SelfConst_Independent_self,SelfConst_Interdependent_self,within_scale,-0.0487859894791837,0.1828748954571646,-3.7485125834169,0.2316608849363483,0.2316608849363483
llama1b_instruct,llama,instruct,1.0,SelfConst_Independent_self,LifeSat_Life_Satisfaction,affect_social,0.3274941122911161,0.7877872179848476,2.405500399605865,0.46029310569373155,0.46029310569373155
llama1b_instruct,llama,instruct,1.0,SelfConst_Independent_self,Lonely_Loneliness,affect_social,-0.2617850614373652,-0.4422764452729252,1.6894640314636307,-0.18049138383556002,0.18049138383556002
llama1b_instruct,llama,instruct,1.0,SelfConst_Interdependent_self,LifeSat_Life_Satisfaction,affect_social,0.0673655923064217,0.1603327695910402,2.380039484574625,0.09296717728461851,0.09296717728461851
llama1b_instruct,llama,instruct,1.0,SelfConst_Interdependent_self,Lonely_Loneliness,affect_social,-0.1430357729512929,0.1496863467471674,-1.046495877630131,0.2927221196984603,0.2927221196984603
llama1b_instruct,llama,instruct,1.0,LifeSat_Life_Satisfaction,Lonely_Loneliness,affect_affect,-0.4147670935561622,-0.5591491946840601,1.3481040404868754,-0.1443821011278979,0.1443821011278979
llama3b_instruct,llama,instruct,3.0,IRI_Perspective_taking,IRI_Fantasy,within_scale,0.2425985343359973,0.4074888601664616,1.6796839324762463,0.16489032583046428,0.16489032583046428
llama3b_instruct,llama,instruct,3.0,IRI_Perspective_taking,IRI_Empathic_concern,within_scale,0.3868208797594384,0.2822919039540819,0.7297742152120577,-0.10452897580535653,0.10452897580535653
llama3b_instruct,llama,instruct,3.0,IRI_Perspective_taking,IRI_Personal_distress,within_scale,0.0740487612513309,0.0738452872168417,0.9972521615344978,-0.00020347403448919832,0.00020347403448919832
llama3b_instruct,llama,instruct,3.0,IRI_Perspective_taking,PANAS_Positive_Affect,affect_cognitive,0.1557113197797272,0.4673206475560671,3.001198937990826,0.31160932777633993,0.31160932777633993
llama3b_instruct,llama,instruct,3.0,IRI_Perspective_taking,PANAS_Negative_Affect,affect_cognitive,0.0202225922116022,0.1091596794343468,5.397907364799613,0.0889370872227446,0.0889370872227446
llama3b_instruct,llama,instruct,3.0,IRI_Perspective_taking,POM_Peace_of_Mind,affect_cognitive,0.0253891025645737,0.2917784846308029,11.492272477481405,0.2663893820662292,0.2663893820662292
llama3b_instruct,llama,instruct,3.0,IRI_Perspective_taking,BigFive_Extraversion,cognitive_social,0.1484577372088443,0.3744852044371168,2.5225037877972385,0.2260274672282725,0.2260274672282725
llama3b_instruct,llama,instruct,3.0,IRI_Perspective_taking,BigFive_Agreeableness,cognitive_social,0.3098355967896596,0.5222876427138465,1.6856928258905506,0.21245204592418693,0.21245204592418693
llama3b_instruct,llama,instruct,3.0,IRI_Perspective_taking,BigFive_Conscientiousness,cognitive_cognitive,0.0541501002704837,0.3671737631361095,6.780666357071359,0.3130236628656258,0.3130236628656258
llama3b_instruct,llama,instruct,3.0,IRI_Perspective_taking,BigFive_Neuroticism,affect_cognitive,-0.0755272944961235,-0.1035515657082999,1.371048260091122,-0.028024271212176405,0.028024271212176405
llama3b_instruct,llama,instruct,3.0,IRI_Perspective_taking,BigFive_Openness,cognitive_cognitive,0.1375948994500437,0.1339826123683353,0.9737469405032715,-0.003612287081708382,0.003612287081708382
llama3b_instruct,llama,instruct,3.0,IRI_Perspective_taking,SelfConst_Independent_self,cognitive_social,0.0781023657329456,0.4426485374909151,5.667543272689811,0.3645461717579695,0.3645461717579695
llama3b_instruct,llama,instruct,3.0,IRI_Perspective_taking,SelfConst_Interdependent_self,cognitive_social,0.3763493765579964,0.3987408066319533,1.059496392099128,0.02239143007395694,0.02239143007395694
llama3b_instruct,llama,instruct,3.0,IRI_Perspective_taking,LifeSat_Life_Satisfaction,affect_cognitive,0.0169341144368968,0.2274766908020643,13.433043201032586,0.21054257636516752,0.21054257636516752
llama3b_instruct,llama,instruct,3.0,IRI_Perspective_taking,Lonely_Loneliness,affect_cognitive,-0.1849937929362051,0.2190279798423915,-1.1839747505362141,0.40402177277859663,0.40402177277859663
llama3b_instruct,llama,instruct,3.0,IRI_Fantasy,IRI_Empathic_concern,within_scale,0.3706209196161055,0.5795057619686369,1.5636078032748322,0.2088848423525314,0.2088848423525314
llama3b_instruct,llama,instruct,3.0,IRI_Fantasy,IRI_Personal_distress,within_scale,0.3308957665144541,0.5570968734736725,1.6836022997270277,0.2262011069592184,0.2262011069592184
llama3b_instruct,llama,instruct,3.0,IRI_Fantasy,PANAS_Positive_Affect,affect_cognitive,-0.0007664699810815,-0.1737218471422597,,-0.17295537716117818,0.17295537716117818
llama3b_instruct,llama,instruct,3.0,IRI_Fantasy,PANAS_Negative_Affect,affect_cognitive,0.2238166936468798,0.4387435750961753,1.9602808349425,0.21492688144929548,0.21492688144929548
llama3b_instruct,llama,instruct,3.0,IRI_Fantasy,POM_Peace_of_Mind,affect_cognitive,-0.1389352237888281,-0.19532863221135,1.405897128781654,-0.056393408422521885,0.056393408422521885
llama3b_instruct,llama,instruct,3.0,IRI_Fantasy,BigFive_Extraversion,cognitive_social,0.0807086947857257,0.1862817396834115,2.308075234991381,0.10557304489768579,0.10557304489768579
llama3b_instruct,llama,instruct,3.0,IRI_Fantasy,BigFive_Agreeableness,cognitive_social,0.0810782565288163,0.2862109814123054,3.530058411043683,0.2051327248834891,0.2051327248834891
llama3b_instruct,llama,instruct,3.0,IRI_Fantasy,BigFive_Conscientiousness,cognitive_cognitive,-0.2034452516585949,0.1140223232765995,-0.5604570386727059,0.3174675749351944,0.3174675749351944
llama3b_instruct,llama,instruct,3.0,IRI_Fantasy,BigFive_Neuroticism,affect_cognitive,0.2155317582109705,0.3025597424807002,1.4037826489799405,0.08702798426972971,0.08702798426972971
llama3b_instruct,llama,instruct,3.0,IRI_Fantasy,BigFive_Openness,cognitive_cognitive,-0.050456731884954,-0.0499293603760179,0.9895480446466777,0.0005273715089360934,0.0005273715089360934
