iteration,item_r,item_slope,item_intercept,item_rmse,subscale_r,subscale_slope,subscale_intercept,subscale_rmse,scale_r,scale_slope,scale_intercept,scale_rmse,item_within_r,item_within_slope,item_within_intercept,item_between_r,item_between_slope,item_between_intercept,subscale_within_r,subscale_within_slope,subscale_within_intercept,subscale_between_r,subscale_between_slope,subscale_between_intercept
19,0.7832062102391011,0.792859119142186,0.0040999428284307,0.1215301286000654,0.925243635985484,0.9837250004120062,-0.0167387995568613,0.1040929347693738,0.9833672812645106,1.0231410860426458,0.0027984801069164,0.0430192764787947,0.8814629057478421,0.8867297720017577,0.0037134592001247,0.7290504539418571,0.741062357717907,0.0040231872326247,0.907400346225196,0.8665757339621163,-0.0091752112152502,0.9276818874501924,0.9987561036884725,-0.0169277156736406
20,0.7830851196749575,0.7437543167454902,0.0080517856535005,0.1220066473726546,0.9087245944580584,0.8749699692191093,0.0112250495106303,0.1130129591860172,0.9714957163257756,0.9808883903506574,-0.01942717105697,0.0587952949921078,0.8917385777908432,0.8191956331688847,0.0164159166867127,0.7245822047791463,0.6985888477769033,0.0062804500990098,0.8751094005275949,0.7367379499050695,0.0295350483261984,0.913106441320475,0.8917198011766981,0.0091925669918938
21,0.7702398887617047,0.8202154687849862,0.0014950516801409,0.1262460053368199,0.901086888721772,0.9706668960764608,-0.0048019481520297,0.1189790317816451,0.9715905367993638,1.028928164649446,-0.0126868338813263,0.058037540361011,0.8908881049245223,0.9328818817623789,-0.008521812521087,0.7059717193060007,0.7613844224603694,0.0032015020143705,0.8024122687231862,0.6751029136196499,-0.0062775591145723,0.9171886956031996,1.0201579369193798,-0.0012707759692506
22,0.7443512409621742,0.7654584247953766,0.0075844722011602,0.1333683175012704,0.8620965475130151,0.8904092220609436,-0.0050637364872538,0.1401579710610925,0.9122909717858544,0.8912394518258088,-0.0071294361845984,0.0986174381212331,0.8879702958228343,0.9303604821126792,0.0134367223778319,0.6692521373490146,0.6800805304447257,0.0061440519306834,0.8917448286466177,0.86964391208737,0.0433744072554099,0.8612704807775938,0.8912144155842743,-0.0134312139586319
23,0.7497597792916176,0.6521920046796782,0.0228706248532747,0.1343155296454934,0.9058653214752128,0.7747898740636209,0.0418472189093554,0.125514155200698,0.9628421637700691,0.7628575374847665,0.0408660359697296,0.0933622273882436,0.8732194469528255,0.809469238213997,0.0271916030903995,0.6838400324061422,0.5743279542806847,0.0211683400669715,0.8666742187689964,0.8190043124961368,0.0650147817202359,0.9114342028586384,0.7688276806450987,0.0374973477396083
24,0.7526011345566622,0.7352827759405102,0.0095069431866247,0.1310766048097411,0.8568783973525569,0.8274321008766258,0.010451925057359,0.1428185395893551,0.9413197557565,1.047714104870831,0.010361961471066,0.0846873009095309,0.8768871201449261,0.8166563462504455,0.0258670029812207,0.6873711349766124,0.6847849718557942,0.0062070044246852,0.7242055422146843,0.6576578010824784,0.0610595563560018,0.8740143535404302,0.8466675320677608,0.0025875156206357
25,0.7607127093993625,0.6953620476029952,0.0067768261526841,0.1294127041513567,0.8763819499327767,0.8592360829046324,-0.0174375249009474,0.134354268412446,0.9196021760313692,0.9469210449577832,-0.0072278899315639,0.0943750902812666,0.8791100686688078,0.7699078185945486,0.0279031966631067,0.6989481124801896,0.64839191939338,0.002607530398162,0.8162926903335059,0.7077303341898888,0.0010586200346515,0.8833602710910693,0.8777079444957239,-0.0192600804986469
26,0.7599034088412986,0.7189677639568856,0.0124151734624553,0.1291165747798906,0.8817645400047736,0.8277516216426767,0.0001624998899311,0.1301752313906994,0.9431182460688934,0.7681382975263489,-0.0078772632834031,0.0924596323768961,0.8666919328329076,0.8645996390821459,0.005750272265453,0.7026342458382724,0.6482921144067867,0.0130317398857209,0.7985795603952277,0.8171326020493936,0.0012525148741994,0.8910364012921163,0.828801251534368,8.330537245522357e-05
27,0.7706341933854088,0.8068729915165659,0.0082568113990819,0.126053084596164,0.8892747490113807,0.8736897043432909,0.0322812285696797,0.1278785222856872,0.959497848851267,1.0575527383084462,0.0132429679879214,0.0709629806840211,0.9073784014788848,0.9442461698011968,0.0030452745637917,0.6986426037254552,0.7351036446022453,0.0088531623687662,0.9073544705483394,0.9329606614448808,0.0258091530491931,0.8871465605397446,0.8678765900650657,0.0328632973122585
28,0.7548509367038743,0.7714448028312975,0.0179469949076144,0.1306989383971978,0.92626091951501,0.9132810487369996,0.0269962037212209,0.1035999049556671,0.9621383291545752,0.935126581032755,0.0198914539588153,0.0674236121109193,0.8667534985694638,0.8965347373592066,0.0195951304346624,0.6941105767267551,0.7050206335415269,0.0170576713179588,0.890559294467562,0.8253209827045147,0.0254069954227678,0.9303038039123273,0.9245143893529456,0.0281118692466666
29,0.7688337143002396,0.7917903088244824,0.0021748062221616,0.1260722541925263,0.9139265668112048,0.9073143929523448,-0.0097913823241999,0.1096160628560857,0.9590383934953842,1.014312545263464,-0.012871743639905,0.0686768084638048,0.883883628657249,0.9043164471408692,0.005870175603915,0.7070107698337187,0.7298508778844128,0.0013530136978245,0.8218498378981095,0.7553238306551683,0.0301615297121726,0.9251996553647684,0.9239176210999211,-0.0157431130614657
30,0.7655999650046923,0.7196988282200376,0.0060158122672161,0.1273235541230658,0.8886599079177313,0.8266443514380196,-0.0148938923879421,0.1281302647611582,0.9739148751995204,0.8840172005036117,-0.012538205031213,0.0586624102481838,0.8786704156830559,0.8345636072643782,0.008259453473246,0.7039728571504409,0.6578163931081058,0.0053145994022421,0.7928050334446848,0.7935147821464524,0.0040467228399953,0.8999338047442444,0.8289945003036387,-0.017879232982218
31,0.7714287429877621,0.7259771182443626,0.0054153638610996,0.1253291582424135,0.9149538646078232,0.8846265096375997,-0.008110305951953,0.1093162405368078,0.9807499815347372,1.0548600900016103,-0.0005353315128967,0.0480293672685074,0.8780294167556147,0.800770140861301,0.0125725320324512,0.7135991675842066,0.6814419451025638,0.0039241925270041,0.8260529693999135,0.7681383238190511,0.0040580647348602,0.9247743779103004,0.8981186494332758,-0.0090950238352401
32,0.7908041838538021,0.8217686495815668,-0.0015318671993955,0.1195986217779403,0.921315311259476,0.9267528918740704,-0.0105818752141914,0.1050901443410958,0.9522312005720636,0.9218070838024132,0.0170669662899005,0.0743164325780744,0.8905539428035492,0.9518581449932404,-0.0077095494486145,0.736378994321859,0.7554778723128788,-0.0005500607112946,0.8468324955018902,0.8276818503055283,-0.0041345988121395,0.9295465642767524,0.9385144924053412,-0.0107306111586512
33,0.7609817806349822,0.7861185785345576,0.0157546934299249,0.1287480025982527,0.8992006709496185,0.9648334543874498,0.0165012767984677,0.1206652425509751,0.9508542728522548,0.8322672340115108,0.0216596659201629,0.0826104627967395,0.8833454683016391,0.9234900866456606,0.0184998174675106,0.6952780674611342,0.7133360583033208,0.0146856540356741,0.8667307412468183,0.9454409031344015,0.0478492306004593,0.9034402690795782,0.9650382219628256,0.0111532432883065
34,0.7532014076305975,0.7693071090388386,-0.0007514421110363,0.1312092278936513,0.8990570939476044,1.0002161005083734,-0.0190275057123627,0.1229738184690491,0.9644594731489526,0.999997817217855,-0.0264829011361495,0.0678961487574144,0.8734371628267216,0.8970313969940619,-0.0044698047343641,0.6886559685993281,0.7024398631552226,-0.0001953379133449,0.8559322501953196,1.0629409828204477,0.0059805867911451,0.9049596400499984,0.9925294470465086,-0.0238500645999715
35,0.7653786638263503,0.6861927019888896,0.0119050874140346,0.1284637464030101,0.8755503523750521,0.7474210277331342,0.0063866128624359,0.1388296276453086,0.967267692703409,0.94602733601845,0.0081486795570531,0.0596409631394131,0.8840896795431633,0.8186211135035479,0.0104871032355888,0.7019671693558727,0.6192667445962644,0.0116155762587063,0.7768366262573021,0.6807091996376782,0.0197059086296448,0.8862848046013831,0.754032172092463,0.0047322886019307
36,0.7314840175757976,0.7201063643506851,-0.0012647515124942,0.1374383894546033,0.871938531057256,0.8830075209030666,-0.0029683988954609,0.134206289268081,0.9703793890724344,1.0488993214839102,-0.0254969128461209,0.0642467093389082,0.8723632343819687,0.8874016222244046,0.002496513787654,0.657228143357694,0.6349774822345953,-0.0021002642566036,0.8391347852156797,1.0300056323046225,0.041181229899852,0.8805546664553497,0.8686877598824938,-0.0115874639737967
37,0.7527897816800435,0.7469893728649175,0.0177981289502357,0.1309908602947565,0.8509991158916826,0.85584120846016,0.0476300870189057,0.1516965581537983,0.9280506622974196,1.024727712224419,0.0411165537286041,0.0999263533256155,0.8883816308617042,0.8463228904943124,0.0186765891906003,0.6811153999089686,0.6906477062269211,0.017152028448683,0.8528070854315244,0.83585081718306,0.029688379718418,0.8512470274156654,0.860565086708308,0.0509815910751345
38,0.7423951090987037,0.708903184487164,0.0024276302033792,0.1345220726974609,0.9136220034642774,0.9263265776222702,-0.024973803401194,0.1132899655763872,0.9466040002512,0.8541797831699223,-0.0062443857078172,0.0800285675340212,0.8687641960079334,0.7874198225603287,-0.0005720819867156,0.6764101506867437,0.6648675670186018,0.0028867635489595,0.8905046360520716,0.7795992427274578,-0.0250623028902034,0.9175379844516176,0.947010899501554,-0.023397030746767
39,0.7654273783740398,0.7554287606224631,0.0037020310153505,0.1273309935933666,0.8932570948198417,0.9386255451068338,0.0114777930554051,0.1235876865292079,0.966420460686778,1.0515984945927206,-0.0297743852084045,0.0694823320637801,0.8761730981652021,0.868331927205177,0.0027922258241188,0.7054815588593781,0.6952523367312684,0.0036584803887203,0.834907343263051,0.9426038172687226,0.0624088092385311,0.9028034277378948,0.9365574322644598,0.0025302379850092
40,0.7634667525129394,0.6736602500737623,0.0145875378439555,0.1293272713156787,0.8997701459906187,0.7517625237746219,0.0153870528543504,0.1260052953139609,0.9822258695321672,0.8939526070447498,0.0173740341427802,0.051771484786831,0.8780137402874589,0.8201243142245792,0.0035116093304341,0.7023122362510694,0.6038967230732311,0.0159242617603897,0.7878872378077798,0.6354399993793665,0.0023871448012932,0.9134002041562878,0.768344051696001,0.0190506876557699
41,0.7629207957533339,0.7869766653745329,-0.0027339138733881,0.1285668619288168,0.8809551296128288,1.0098975938696306,-0.0342608687688267,0.1384307517393472,0.9447725819957286,0.8520813476158287,-0.0290831309428793,0.0870516949521662,0.8882559260571314,0.917618269534348,-0.0021977582110352,0.6958894870074879,0.7170703201760462,-0.0028961602650089,0.8930702919338831,1.0067603300981365,0.0219533721496096,0.8827892817301844,1.009055294373013,-0.0440947059521645
42,0.7868860912843356,0.80542596055836,-0.0015029595091336,0.1209394684029157,0.9203927872229294,0.9326843478962462,-0.0052330534330448,0.1051628012134964,0.972813111425151,0.8765589138399893,-0.0062424289239324,0.0595408719930903,0.8858804051281045,0.9155350296850568,0.0091374480490451,0.7331372898582027,0.7438142388796677,-0.0035371937920405,0.8708186643043838,1.0100040058656394,0.016380063696897,0.9274237609536576,0.9237797366748072,-0.009604388915387
43,0.7633945505910859,0.7126939734145527,0.0156461541906939,0.1288517868920895,0.9041595468819734,0.8756005434450387,0.0159175007983999,0.1163960325829975,0.9618753922106156,0.8937085077166865,0.0142151104420012,0.0680888637046309,0.8854951867809852,0.7959965162421524,0.0154745350151554,0.698679562807337,0.6658486497887038,0.015304691303671,0.8854477142078827,0.8205076349482369,-0.004044648120785,0.9071960751743208,0.8853121004208322,0.0200119080335763
44,0.7522441568370751,0.8499964253659766,0.0063052112814706,0.1326372531049575,0.8654860665874891,1.011987881178503,0.0056906997742032,0.1433161100454943,0.9484687628704842,0.8836067791273177,0.014088388684831,0.0777386383194578,0.878456785784215,0.9483899983881232,0.0071987195562525,0.6851180591797229,0.7931600519628433,0.0059842580099208,0.8254673271897687,0.9475977159980178,-0.0218308163777185,0.8713477994517828,1.0247879097540316,0.0111759521488026
45,0.7663510088973052,0.7021262943552973,0.0100353631114539,0.1277498493671452,0.8904145450618656,0.7978830368444763,0.0197066926528433,0.1274355482374572,0.9698248020405884,0.8320443661829086,0.0233573702504048,0.0714525024204212,0.8843730623904191,0.856407996445888,0.0011883477134246,0.7034859660491671,0.6279699885676377,0.0110500548150364,0.7887088517049248,0.8175829500502028,-0.0221324197903542,0.9062294830213964,0.8018892152284316,0.0266519811436006
46,0.7521973306469222,0.8980493500514622,0.0149013062943168,0.1343363004796632,0.8967214084649441,1.0655323670404024,0.0149128834238828,0.1278528416884352,0.9610154232971544,1.1619604394089291,-0.0092608761673949,0.077701595635904,0.8722558449415619,1.0073502605831746,0.0119162724041006,0.6869719519144462,0.8365107928891681,0.0150974754238512,0.8699785985450613,0.9255560537731188,0.0515501250345993,0.9008063298088912,1.081012218482117,0.0093148460999867
47,0.7481124734968164,0.7674329760668517,0.013539792452554,0.1325810910438679,0.8877561132898664,0.8675037237660572,0.0433253521872464,0.1319277231926063,0.9512985275084358,0.9559018193329104,0.0545025646306634,0.0916834115603724,0.8842548984502149,0.916543079458637,0.0166267134167884,0.6762511917812359,0.6893855917438214,0.0124187437196898,0.9019453253107148,0.9627442543702864,-0.0123617075296821,0.8902595840742816,0.8666156898820393,0.0517287264493067
48,0.7759919744435637,0.7655522736711903,8.276298614142222e-05,0.1241351279742103,0.9038157707252366,0.902585185718974,-0.012858336050043,0.1172127595145844,0.9611663258326106,0.9446155133396114,-0.0293947459439018,0.071333330732411,0.8817569636733017,0.866047936816543,0.0034533062413178,0.7183096373750066,0.7096896154255038,-0.0006413617675188,0.8167395396577316,0.7705302296695707,0.0195721365781832,0.9141260987363145,0.9170011236587948,-0.0174808057542912
49,0.7642169072863207,0.7111977144463381,0.007229823071775,0.1275364949563945,0.91193569212563,0.8606863819270507,0.0010666012612646,0.1110514640359844,0.9817358855454444,0.9508149412275744,0.0006596998691498,0.0446980419888691,0.8829849087698822,0.8110013410319333,0.0078894896293906,0.70022540457939,0.656303796086774,0.0068517750032455,0.826837954407323,0.731929640279462,-0.0049319460237873,0.9219809407879024,0.8780259852542448,0.0034710690213186
50,0.7653842844740822,0.7795501714644278,-0.0081867247702614,0.1278563574476871,0.909308032040136,0.9549275958254256,-0.0369331889779167,0.1196318498979567,0.9430807286183464,1.037180051014344,-0.0334230838496985,0.0872067782459013,0.8911800614424019,0.8676587745161303,-0.0164495033561741,0.6989564954834787,0.731446130943694,-0.0065419611522704,0.8989634811878742,0.8572462683885007,-0.0389783872082289,0.9109708872870164,0.9682036494944914,-0.0355080921659147
51,0.7719045969481969,0.7179330680344852,0.0164838483591092,0.1258685611351058,0.9246274999744004,0.843198460808055,0.0248475159910684,0.1062050638094594,0.9409824818202088,0.9280175254284166,0.0130675849039985,0.081184940229653,0.8791816893532549,0.8423518608681313,0.0135397054016861,0.7136564116278983,0.654468165973552,0.0164329002427898,0.8848792168751926,0.6552171101796751,0.015692802997714,0.9321733812807748,0.8714476573579973,0.0284990090204686
52,0.755639013421449,0.7516372411779656,0.0155654221464557,0.1300282259222807,0.8827684074298161,0.8042733536342227,0.0322241562584614,0.1326749774619757,0.9453557719335376,0.9381508821090588,-0.0033167675128922,0.0768243132845522,0.8769251837900645,0.9545611288873488,0.012784082780947,0.6930062561507844,0.6581673465979144,0.0151316208189976,0.8387534640672991,0.928942017774872,0.0599540564081592,0.8906427929052422,0.7919691527613981,0.0266158860247664
53,0.754702994520696,0.7232969924133086,0.0078336337751083,0.1300153804854574,0.9155490080550244,0.8580548836768047,-0.0067738538956278,0.1092527222770623,0.9674034953666116,0.952853834201613,-0.0007419894526388,0.0594109697602255,0.8716362925887928,0.8576102771606353,0.0040697095894253,0.6916577594152988,0.6548964151752735,0.0081115875048809,0.8746224508568844,0.7237275867069484,-0.0287483259633847,0.9229693239713874,0.8801075198136314,-0.0012919338991565
54,0.771772940983162,0.7124041657004476,0.011136919580884,0.1254881637571295,0.8930876847459128,0.8273726555705555,0.0137491267747881,0.1233299842137469,0.9553837545403802,0.8498259417270574,0.0222721228493316,0.0780080765042216,0.8915636715783898,0.8426693167095022,0.0018919084892629,0.7074457912858686,0.6472425982839032,0.0123736665907603,0.7878183167446894,0.6981141359318673,0.0028647790287733,0.9059153881728628,0.8458001497502822,0.0171355223763984
55,0.7539687779565695,0.7924291011030584,0.0117666895579278,0.1310017949457406,0.9165668396815349,0.999922667265217,0.01642068960036,0.1104779999745333,0.9704488943449504,1.0047129412612164,0.0282385501070138,0.063421215764164,0.8739452244698531,0.9045799825316188,0.0097723340718593,0.6893092402204023,0.7313702264401418,0.0117708315017054,0.8105409240815545,0.9652002216544928,0.0207913709288197,0.9288213052868324,1.0033087725963803,0.0159754271615716
56,0.7794667607183311,0.702883850949748,0.0066789540506414,0.123854063672344,0.8978778132574761,0.827796167690939,-0.000337399252163,0.1208947924519587,0.9757213325795434,1.00659174561007,0.0051793111733296,0.0517345450146019,0.8915509429214334,0.7997939367664595,0.0010805954784905,0.7190676663991313,0.6518325620268147,0.0074787009137399,0.7489310312842787,0.688962513261846,-0.0062492593515369,0.9154215532873352,0.8461069668087808,0.0022897555672747
57,0.7625534528627076,0.7923571828294264,0.0087483070955035,0.1279967662678585,0.8999675068691353,0.927865974662174,-0.0055565938672404,0.1182173363720709,0.956254493642455,0.934096098271246,0.0196717624377714,0.0720141206392956,0.8896270218098054,0.8826874186692635,0.0023401627911325,0.6956730506047227,0.7427770221788309,0.0097281919229538,0.8903963328669506,0.957556940839987,-0.04659427856806,0.9032410212333448,0.9309867665852908,0.0010293224195912
58,0.7723822696310229,0.7583492902072518,-0.0018952992768205,0.1251882680455846,0.9128073901155288,0.9118948165733856,-0.0254314073432532,0.1135000225631874,0.9617035956681064,1.023965068209728,-0.0155553687197363,0.0675721014780098,0.8917794933049268,0.8719577393637088,0.0011404952094789,0.7080107147262051,0.6958751009412729,-0.0025010847725071,0.8852085632791986,0.8219939811608414,-0.0116006724562562,0.9157923475680114,0.9218609205205064,-0.0269533845126276
59,0.7818881052023591,0.8198502501852879,0.0020412973916334,0.1220492700906068,0.9194620710919412,1.0106766312921962,-0.0170837697719417,0.1090812904110121,0.9563176641603228,0.9922380436814956,-0.0044483660315914,0.0692891106276214,0.8932164090259571,0.9130063358403474,-2.3745804588528825e-05,0.7216367720143441,0.7678724218759013,0.0023477008961751,0.8458812766176411,0.953270268131526,-0.0119702917841469,0.927501207994285,1.0169418025289834,-0.0173970788409258
60,0.7478307410993615,0.6509543515395811,0.0121445658825143,0.1338459535134954,0.8829467186424398,0.775536390594588,-0.0012577246578236,0.131882251924464,0.9462459080360563,0.8427177587556596,-0.0118729637831189,0.0814518264151399,0.8768322358936003,0.8205268475660135,0.0237139859006616,0.6800258392368762,0.5668155024703709,0.0094276618263074,0.8311848793249343,0.7850135289481248,0.026901183490702,0.8897260467093911,0.7727291587224043,-0.0062265407512256
61,0.7671281496095015,0.739081108789068,-0.0045567991549978,0.1273591944635301,0.9179698936885888,0.9144368061472844,-0.0236086816398583,0.1098678746520371,0.9135652181132244,0.9564859661212228,-0.0313265486070708,0.1028279173544742,0.8872971824662588,0.8306272111288354,-0.0095953943020813,0.7033239978188381,0.6893757995624921,-0.0036025911996705,0.9228551435446928,0.8913147762971038,-0.0315734612745909,0.9174878315362108,0.9181882796090682,-0.0219933273878899
