category,model,level,pair_scope,statistic,point,bootstrap_mean,bootstrap_ci_lo,bootstrap_ci_hi,bootstrap_n,loo_mean,loo_min,loo_max,loo_n,n_pairs,source
behavior_matrix,llama1b_instruct,subscale,between,slope,0.4785582000306576,0.47850530972364314,0.3095374456528761,0.6515234222260591,5000,0.47719681198604114,0.4115373092154563,0.5437169082616871,16,102,outputs/behavior/llama1b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,llama1b_instruct,subscale,between,alignment_r,0.45952010134177407,0.458187949175012,0.3136550313837236,0.587638901100095,5000,0.4585311544840903,0.40710284572115996,0.5072646141298344,16,102,outputs/behavior/llama1b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,llama1b_instruct,scale,all,slope,0.5312885130908132,0.5597473639494283,0.28044998116282127,0.99789889931728,5000,0.5311145532800502,0.3035762485877273,0.7865096451130709,7,21,outputs/behavior/llama1b_instruct_v3/scale_llm_implicit.csv
behavior_matrix,llama1b_instruct,scale,all,alignment_r,0.5309804362664987,0.5324552903504369,0.23112854245902123,0.7409053688879605,5000,0.5108856127740096,0.316020959491129,0.6175944079308641,7,21,outputs/behavior/llama1b_instruct_v3/scale_llm_implicit.csv
behavior_matrix,qwen3b_base,subscale,all,slope,0.6337969315298022,0.6321398057710147,0.4757611055809066,0.7965268615360177,5000,0.6322544131263097,0.5168321248715949,0.7391952452255408,16,120,outputs/behavior/qwen3b_base_v2/subscale_llm_implicit.csv
behavior_matrix,qwen3b_base,subscale,all,alignment_r,0.5692799307238003,0.5670104422435627,0.44373243072777274,0.675174974526297,5000,0.5680313104969699,0.4908391281110729,0.6265681456268333,16,120,outputs/behavior/qwen3b_base_v2/subscale_llm_implicit.csv
behavior_matrix,qwen3b_base,subscale,between,slope,0.6003743464122231,0.5994549822399792,0.4232205831110548,0.784351704005347,5000,0.5976987832087766,0.451347091437587,0.7131843679223606,16,102,outputs/behavior/qwen3b_base_v2/subscale_llm_implicit.csv
behavior_matrix,qwen3b_base,subscale,between,alignment_r,0.5334412096161724,0.5313431416492153,0.38836192025846666,0.6548953931938286,5000,0.53115305523236,0.4254892644820938,0.6008348930524623,16,102,outputs/behavior/qwen3b_base_v2/subscale_llm_implicit.csv
behavior_matrix,qwen3b_base,scale,all,slope,0.6435971586654143,0.6660238999701439,0.3980716814983159,1.085581894439142,5000,0.6332807445661516,0.44366085842649483,1.0017992082902183,7,21,outputs/behavior/qwen3b_base_v2/scale_llm_implicit.csv
behavior_matrix,qwen3b_base,scale,all,alignment_r,0.6687948124858114,0.6667837951335547,0.3942451582370183,0.8613631850425242,5000,0.6422853565034655,0.41177372347015384,0.7790887294061247,7,21,outputs/behavior/qwen3b_base_v2/scale_llm_implicit.csv
behavior_matrix,qwen3b_instruct,subscale,all,slope,0.6138918817563229,0.6127133859897955,0.43554394042308864,0.788550261474123,5000,0.6123476826587861,0.5313732713602368,0.6626578269991381,16,120,outputs/behavior/qwen3b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,qwen3b_instruct,subscale,all,alignment_r,0.5548275537732119,0.5520657214283232,0.4133171659874294,0.6761978332937998,5000,0.5537616655341067,0.49181689106745813,0.5868177865846893,16,120,outputs/behavior/qwen3b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,qwen3b_instruct,subscale,between,slope,0.5818302692854839,0.5794266826273717,0.3847248650094277,0.7719342743731193,5000,0.5795965089331321,0.4926392171973986,0.6304480179364159,16,102,outputs/behavior/qwen3b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,qwen3b_instruct,subscale,between,alignment_r,0.5222373225015864,0.5169932364185663,0.3604201476872224,0.6527655834081498,5000,0.520595176779865,0.4480012809413736,0.5669648464769187,16,102,outputs/behavior/qwen3b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,qwen3b_instruct,scale,all,slope,0.4400903998522893,0.4013684662567855,-0.21966759321029145,0.8583488094587509,5000,0.40701735534105615,-0.061526837149638865,0.579662030755776,7,21,outputs/behavior/qwen3b_instruct_v3/scale_llm_implicit.csv
behavior_matrix,qwen3b_instruct,scale,all,alignment_r,0.4411900753226839,0.4014442446435103,-0.19873580729787818,0.8222587442286069,5000,0.41619532613315424,-0.04781479510620762,0.625843105149816,7,21,outputs/behavior/qwen3b_instruct_v3/scale_llm_implicit.csv
behavior_matrix,llama3b_base,subscale,all,slope,0.6581669380338653,0.6552928251536357,0.4911277559244227,0.8103060782583781,5000,0.6561641855860566,0.5722513499028395,0.729203611174681,16,120,outputs/behavior/llama3b_base_v2/subscale_llm_implicit.csv
behavior_matrix,llama3b_base,subscale,all,alignment_r,0.598056422112205,0.5978326847955064,0.45532758720141187,0.7213126887059004,5000,0.5966459833003743,0.5304114838153706,0.6684454296840193,16,120,outputs/behavior/llama3b_base_v2/subscale_llm_implicit.csv
behavior_matrix,llama3b_base,subscale,between,slope,0.6260714137737423,0.6232510587870361,0.4298014581132718,0.8037408088988113,5000,0.623151597043287,0.5160977529653743,0.7038093441451626,16,102,outputs/behavior/llama3b_base_v2/subscale_llm_implicit.csv
behavior_matrix,llama3b_base,subscale,between,alignment_r,0.5621733387215799,0.5602768955805335,0.3980089579073674,0.6962863237705017,5000,0.5599211413937485,0.4888431331969622,0.6360604341267533,16,102,outputs/behavior/llama3b_base_v2/subscale_llm_implicit.csv
behavior_matrix,llama3b_base,scale,all,slope,1.0633925593708102,1.106370759257372,0.6975551708073763,1.6068309284998554,5000,1.0759743363648808,0.924028957972199,1.1973091776128935,7,21,outputs/behavior/llama3b_base_v2/scale_llm_implicit.csv
behavior_matrix,llama3b_base,scale,all,alignment_r,0.8001368981927247,0.7934788941048815,0.5672670541757783,0.9155112229971554,5000,0.7857816577390843,0.6917573797428584,0.8502218144676419,7,21,outputs/behavior/llama3b_base_v2/scale_llm_implicit.csv
behavior_matrix,llama3b_instruct,subscale,all,slope,0.754535240750061,0.7543606223133377,0.5543300399026749,0.936145986583981,5000,0.7525643177447191,0.6397728989123623,0.8823199038495532,16,120,outputs/behavior/llama3b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,llama3b_instruct,subscale,all,alignment_r,0.6420033448393223,0.6381597619424818,0.5046994653082554,0.7486089506451817,5000,0.6405593240597088,0.5622512054047414,0.6978713894875591,16,120,outputs/behavior/llama3b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,llama3b_instruct,subscale,between,slope,0.7416974685684787,0.7404389445759807,0.5166717356023603,0.9494022077996669,5000,0.7387906766335565,0.612988296413065,0.8698531996737301,16,102,outputs/behavior/llama3b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,llama3b_instruct,subscale,between,alignment_r,0.6234882685697034,0.618979454252028,0.46857375577553684,0.7415846307412471,5000,0.6212388622437746,0.5320977436181286,0.6815904862015433,16,102,outputs/behavior/llama3b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,llama3b_instruct,scale,all,slope,1.0923141553392122,1.1049920766736006,0.6600978050506734,1.5805800111866444,5000,1.0757085458892441,0.6432562515980833,1.2231699453434866,7,21,outputs/behavior/llama3b_instruct_v3/scale_llm_implicit.csv
behavior_matrix,llama3b_instruct,scale,all,alignment_r,0.8457728996545315,0.8317091428323183,0.5590459481294093,0.9330098099414013,5000,0.8283608084014855,0.679627564117041,0.8922182176211945,7,21,outputs/behavior/llama3b_instruct_v3/scale_llm_implicit.csv
behavior_matrix,qwen7b_base,subscale,all,slope,1.0271986596970204,1.0262605678169998,0.851153899393443,1.189377959510261,5000,1.024738316125314,0.8939754671539221,1.1879129942775426,16,120,outputs/behavior/qwen7b_base_v2/subscale_llm_implicit.csv
behavior_matrix,qwen7b_base,subscale,all,alignment_r,0.7106876534394735,0.7088165519757764,0.6094071995236462,0.7900037522111935,5000,0.709972039688172,0.6583188851408714,0.7530880737744147,16,120,outputs/behavior/qwen7b_base_v2/subscale_llm_implicit.csv
behavior_matrix,qwen7b_base,subscale,between,slope,1.0425449047553406,1.0378273703093563,0.8471925277649829,1.2197642192129428,5000,1.0389708279742185,0.8844971362230626,1.2069809288705304,16,102,outputs/behavior/qwen7b_base_v2/subscale_llm_implicit.csv
behavior_matrix,qwen7b_base,subscale,between,alignment_r,0.7032185036154202,0.7001628863293696,0.5902694848455269,0.788235887110493,5000,0.70198450667684,0.6428357391807494,0.7480413522633729,16,102,outputs/behavior/qwen7b_base_v2/subscale_llm_implicit.csv
behavior_matrix,qwen7b_base,scale,all,slope,1.472741753749927,1.485018769877968,0.9446424070877534,2.0082121804845685,5000,1.447624148288123,0.8544569379810535,1.714138926777225,7,21,outputs/behavior/qwen7b_base_v2/scale_llm_implicit.csv
behavior_matrix,qwen7b_base,scale,all,alignment_r,0.8382449206330734,0.8267749035901154,0.5652709754434119,0.9541276992829041,5000,0.8196806638996634,0.6806221920963601,0.9352080621078164,7,21,outputs/behavior/qwen7b_base_v2/scale_llm_implicit.csv
behavior_matrix,qwen7b_instruct,subscale,all,slope,1.2934844457430335,1.2913379062200256,1.140686808473264,1.4383864903766144,5000,1.2908879940903737,1.1554403226257683,1.3929088031356518,16,120,outputs/behavior/qwen7b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,qwen7b_instruct,subscale,all,alignment_r,0.7766751721888376,0.7746034621092096,0.6949782353561558,0.8408780194373925,5000,0.7757398586150783,0.7456233009519231,0.8087333455008604,16,120,outputs/behavior/qwen7b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,qwen7b_instruct,subscale,between,slope,1.3342429215972542,1.3324143931181807,1.1650176831928694,1.490071096826417,5000,1.3309702287522316,1.1773945640234467,1.431767378539141,16,102,outputs/behavior/qwen7b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,qwen7b_instruct,subscale,between,alignment_r,0.7762192826732115,0.7742938953323066,0.6924522698498209,0.8420722834494347,5000,0.775084243749163,0.7391274350900743,0.8076877149969627,16,102,outputs/behavior/qwen7b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,qwen7b_instruct,scale,all,slope,1.6232414352566662,1.664865209265311,1.1724996453292844,2.1877588805561627,5000,1.6198576725083262,1.069707581615913,1.9867516840191912,7,21,outputs/behavior/qwen7b_instruct_v3/scale_llm_implicit.csv
behavior_matrix,qwen7b_instruct,scale,all,alignment_r,0.8647430930882095,0.8590133458762074,0.6638164173464669,0.9560608625856,5000,0.8541781141015602,0.7700783584695746,0.9440122555852358,7,21,outputs/behavior/qwen7b_instruct_v3/scale_llm_implicit.csv
behavior_matrix,llama8b_base,subscale,all,slope,0.9390643898850595,0.9361702952766107,0.7449386748842125,1.1202089212965063,5000,0.9360187816864979,0.7803606712949845,1.0851563183339588,16,120,outputs/behavior/llama8b_base_v2/subscale_llm_implicit.csv
behavior_matrix,llama8b_base,subscale,all,alignment_r,0.7144084019378881,0.7121625029204364,0.6099780126322111,0.7938149283866597,5000,0.7129385482924591,0.660745953829475,0.7606145217863329,16,120,outputs/behavior/llama8b_base_v2/subscale_llm_implicit.csv
behavior_matrix,llama8b_base,subscale,between,slope,0.9472657224623521,0.9448202822342721,0.7286599478954223,1.1524066521612666,5000,0.9429916013031341,0.7549933099715931,1.093507335539014,16,102,outputs/behavior/llama8b_base_v2/subscale_llm_implicit.csv
behavior_matrix,llama8b_base,subscale,between,alignment_r,0.7111630715140688,0.7078610735772474,0.5937030634170785,0.7961563090548428,5000,0.7091687764544825,0.6522043264703854,0.759079231197593,16,102,outputs/behavior/llama8b_base_v2/subscale_llm_implicit.csv
behavior_matrix,llama8b_base,scale,all,slope,1.5274743213443194,1.56208264240484,1.0529350166387907,2.0832930715347664,5000,1.5231994039977947,0.954929222164163,1.9139073217537197,7,21,outputs/behavior/llama8b_base_v2/scale_llm_implicit.csv
behavior_matrix,llama8b_base,scale,all,alignment_r,0.8806376222366041,0.8744863433064362,0.6852535151871136,0.9578072988057947,5000,0.8737892460094855,0.798886164274464,0.9363742592772341,7,21,outputs/behavior/llama8b_base_v2/scale_llm_implicit.csv
behavior_matrix,llama8b_instruct,subscale,all,slope,1.2316526859322727,1.2292796491039713,1.0765221065265775,1.3788399698879925,5000,1.2294168361854703,1.1227174832122448,1.3419754178691465,16,120,outputs/behavior/llama8b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,llama8b_instruct,subscale,all,alignment_r,0.7783625538249939,0.77753465341051,0.699429566399653,0.8438613432169975,5000,0.7777103681260213,0.7442046051750603,0.811852178509869,16,120,outputs/behavior/llama8b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,llama8b_instruct,subscale,between,slope,1.2599688647794243,1.2594932146893125,1.0863634424992656,1.4209776707848405,5000,1.2571344886100135,1.1406597024550458,1.376231296379087,16,102,outputs/behavior/llama8b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,llama8b_instruct,subscale,between,alignment_r,0.7705211001908558,0.7691573495584989,0.6831057745725704,0.8375534479728303,5000,0.7695459991557936,0.7321000149636838,0.8049947406201665,16,102,outputs/behavior/llama8b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,llama8b_instruct,scale,all,slope,1.7117873157038774,1.7673251294744172,1.3997563300331024,2.256922197076693,5000,1.7267658215000008,1.4752081918409545,2.0153550216271667,7,21,outputs/behavior/llama8b_instruct_v3/scale_llm_implicit.csv
behavior_matrix,llama8b_instruct,scale,all,alignment_r,0.9083357006783809,0.9038064079971962,0.7811593104007295,0.9648459863835195,5000,0.9005057792092799,0.8605864393026982,0.9320199919643378,7,21,outputs/behavior/llama8b_instruct_v3/scale_llm_implicit.csv
behavior_matrix,qwen14b_base,subscale,all,slope,1.1319142517694163,1.1284820855596946,0.9448218930766704,1.2977572990297763,5000,1.1289364806643896,0.9908796616020996,1.3158935451440636,16,120,outputs/behavior/qwen14b_base_v2/subscale_llm_implicit.csv
behavior_matrix,qwen14b_base,subscale,all,alignment_r,0.7316858993605727,0.7299583269936138,0.6336601749179475,0.8076262632065341,5000,0.7305592012248817,0.6862792676039484,0.784409327916879,16,120,outputs/behavior/qwen14b_base_v2/subscale_llm_implicit.csv
behavior_matrix,qwen14b_base,subscale,between,slope,1.1616252653360197,1.1589950722260063,0.9622841735491804,1.3425912753885518,5000,1.1578535296072165,0.9939444017711269,1.3467239083994977,16,102,outputs/behavior/qwen14b_base_v2/subscale_llm_implicit.csv
behavior_matrix,qwen14b_base,subscale,between,alignment_r,0.7334197432834492,0.7312651446402524,0.6323823920727183,0.8106543354371946,5000,0.7321164586312507,0.685433626530191,0.7860259598618472,16,102,outputs/behavior/qwen14b_base_v2/subscale_llm_implicit.csv
behavior_matrix,qwen14b_base,scale,all,slope,1.4765688315993195,1.5131028189163145,0.9868281115408187,2.037849506884796,5000,1.4714239208541382,0.9183204994018509,1.8603581286283064,7,21,outputs/behavior/qwen14b_base_v2/scale_llm_implicit.csv
behavior_matrix,qwen14b_base,scale,all,alignment_r,0.8475798330680171,0.8392909945880459,0.619434670072814,0.9508535702277747,5000,0.8361604643935115,0.7181808108887571,0.9344981297016225,7,21,outputs/behavior/qwen14b_base_v2/scale_llm_implicit.csv
behavior_matrix,qwen14b_instruct,subscale,all,slope,1.3358669995959507,1.3335864728895552,1.1743882149676157,1.4818461863185701,5000,1.3334881803209089,1.2349773587664636,1.4783805548956364,16,116,outputs/behavior/qwen14b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,qwen14b_instruct,subscale,all,alignment_r,0.7935920171318104,0.792335510996888,0.7150049747944215,0.8547112935617557,5000,0.7929258014627031,0.7588567423418734,0.8249764004085776,16,116,outputs/behavior/qwen14b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,qwen14b_instruct,subscale,between,slope,1.3849316659206772,1.385178375534169,1.2159340574678037,1.5486167449440784,5000,1.3821600069882019,1.2712735475821142,1.527240960114062,16,98,outputs/behavior/qwen14b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,qwen14b_instruct,subscale,between,alignment_r,0.7960533480165146,0.794798125512527,0.7132833595769255,0.8611318083103695,5000,0.7953542397676329,0.756536764019345,0.8253457612942499,16,98,outputs/behavior/qwen14b_instruct_v3/subscale_llm_implicit.csv
behavior_matrix,qwen14b_instruct,scale,all,slope,1.4770861790097065,1.5302119918003751,1.1419332444937222,2.1451671536524284,5000,1.4830425748373428,1.1366220071368418,2.155083232841903,7,21,outputs/behavior/qwen14b_instruct_v3/scale_llm_implicit.csv
behavior_matrix,qwen14b_instruct,scale,all,alignment_r,0.8430227205395836,0.8386528478285243,0.6386812993393451,0.9448330564813598,5000,0.8324144676603675,0.7038755168889927,0.9217258635803095,7,21,outputs/behavior/qwen14b_instruct_v3/scale_llm_implicit.csv
