category,statistic,value,model_dir,level,ci_lo,ci_hi,source,raw_slope,corrected_r,model,mantel_p,rmse,n_pairs,r,p,n,best_layer,variant,readout,slope,bootstrap_ci_lo,bootstrap_ci_hi,loo_min,loo_max,pair_scope,relationship,n_models
behavior_uncertainty,alignment_r_bootstrap_ci,0.6210271020183649,llama1b_base_v2,scale,0.5209162446935921,0.741975708830624,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.4338749660691748,llama1b_instruct_v3,item,0.3869168231386035,0.4427647408593519,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.7992945127782605,llama1b_instruct_v3,item_within,0.7710973195079128,0.8124460286486842,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.2607250144855652,llama1b_instruct_v3,item_between,0.2027724063380974,0.2798890940010888,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.4931224469289505,llama1b_instruct_v3,subscale,0.4270931191547497,0.5395389850397717,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.5309804362664988,llama1b_instruct_v3,scale,0.4364206548938416,0.6034094016072947,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.5924712278881815,qwen3b_base_v2,item,0.5450985778011564,0.6002535885044715,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.998383487685676,qwen3b_base_v2,item_within,0.9972611398172676,0.9984851141145932,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.3375387636910256,qwen3b_base_v2,item_between,0.2688059995695752,0.3618199609246686,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.5692799307238003,qwen3b_base_v2,subscale,0.4935228043257597,0.6252132740239178,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.6687948124858115,qwen3b_base_v2,scale,0.5641064958638181,0.7296975344131676,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.626458706809987,qwen3b_instruct_v3,item,0.5772025594790109,0.630605508448703,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.9916301386163938,qwen3b_instruct_v3,item_within,0.9880839012785532,0.9930512474766652,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.3976558935466745,qwen3b_instruct_v3,item_between,0.328606011921431,0.4120623812550669,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.5548275537732119,qwen3b_instruct_v3,subscale,0.4905117518865935,0.6024275601319595,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.4411900753226838,qwen3b_instruct_v3,scale,0.362105581700564,0.512845522832272,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.6163789211957195,llama3b_base_v2,item,0.5664210818856426,0.6138551107941709,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.9979217372708012,llama3b_base_v2,item_within,0.9963586451815166,0.9979878268426826,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.4345389628906744,llama3b_base_v2,item_between,0.3658584342237057,0.4379676172019897,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.5980564221122053,llama3b_base_v2,subscale,0.5368914592740178,0.6255175710872571,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.8001368981927252,llama3b_base_v2,scale,0.7380109115692537,0.8335315718500634,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.5815982030343333,llama3b_instruct_v3,item,0.5280196971302195,0.5855564624848654,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.9731613489921512,llama3b_instruct_v3,item_within,0.9629876596797964,0.979871771568639,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.4515442477384647,llama3b_instruct_v3,item_between,0.3797665134553059,0.4588897340267718,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.6420033448393223,llama3b_instruct_v3,subscale,0.5822550099414715,0.6735476304160709,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.8457728996545316,llama3b_instruct_v3,scale,0.7788328539466158,0.8825247831686982,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.6990752722676484,qwen7b_base_v2,item,0.6398469779833568,0.7090709051571331,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.99869221639619,qwen7b_base_v2,item_within,0.9976581077294412,0.99876745609578,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.6188489937971529,qwen7b_base_v2,item_between,0.5350733955310718,0.6322344232764673,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.7106876534394734,qwen7b_base_v2,subscale,0.6482390404482671,0.7530450967670047,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.8382449206330735,qwen7b_base_v2,scale,0.7812622344707497,0.8762330796488818,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.7017343422557175,qwen7b_instruct_v3,item,0.6411181753944071,0.7102278841639148,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.9983682134544491,qwen7b_instruct_v3,item_within,0.9971329236507804,0.9985519054664068,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.6490347713310848,qwen7b_instruct_v3,item_between,0.5678379664719284,0.6555054085564674,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.7766751721888377,qwen7b_instruct_v3,subscale,0.7224248892234252,0.8147364284470409,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.8647430930882093,qwen7b_instruct_v3,scale,0.8106328303849764,0.9017467059695944,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.6365550163954239,llama8b_base_v2,item,0.5785205277078197,0.6441288103031237,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.9996840235595236,llama8b_base_v2,item_within,0.9993159012140528,0.9997701329714852,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.5424383679776841,llama8b_base_v2,item_between,0.46573420356529,0.549780349715205,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.714408401937888,llama8b_base_v2,subscale,0.646641504466526,0.7565793891129068,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.8806376222366038,llama8b_base_v2,scale,0.8287888746111975,0.9118983746686712,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.6921224479741703,llama8b_instruct_v3,item,0.6340174467467198,0.6946511052550728,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.9997343492249332,llama8b_instruct_v3,item_within,0.9995263664951772,0.9998067549928048,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.6257449392787339,llama8b_instruct_v3,item_between,0.5474002330896949,0.6270783281868522,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.7783625538249939,llama8b_instruct_v3,subscale,0.7266835291908347,0.8046745718699644,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.908335700678381,llama8b_instruct_v3,scale,0.8669560857621027,0.9284507158561642,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.7017062868480611,qwen14b_base_v2,item,0.6376568558382599,0.7150363670720096,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.9994684351089584,qwen14b_base_v2,item_within,0.998991478917886,0.9995845270219628,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.6379007914952406,qwen14b_base_v2,item_between,0.5507098685478472,0.6530145696787618,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.731685899360573,qwen14b_base_v2,subscale,0.6649245396378207,0.7798879557140558,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.8475798330680171,qwen14b_base_v2,scale,0.794369933804246,0.8868051034872322,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.7078171782310904,qwen14b_instruct_v3,item,0.6574922172013099,0.7121161383492939,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.9980734519106728,qwen14b_instruct_v3,item_within,0.996850427972146,0.9987308712248668,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.6544276466938468,qwen14b_instruct_v3,item_between,0.5848560793626951,0.6563710605204358,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.7935920171318104,qwen14b_instruct_v3,subscale,0.7431935799549279,0.8261605510981044,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_uncertainty,alignment_r_bootstrap_ci,0.8430227205395835,qwen14b_instruct_v3,scale,0.7959405573135959,0.8763597746692978,outputs/behavior/bootstrap_ci_subjects.csv,,,,,,,,,,,,,,,,,,,,
behavior_attenuation,corrected_slope,0.3301339408598869,qwen05b_base_v2,,,,outputs/behavior/attenuation_correction.csv,0.4516595976170569,0.4107531082712107,,,,,,,,,,,,,,,,,,
behavior_attenuation,corrected_slope,0.6182820957547763,qwen05b_instruct_v3,,,,outputs/behavior/attenuation_correction.csv,0.7782115058191117,0.7064680415134061,,,,,,,,,,,,,,,,,,
behavior_attenuation,corrected_slope,0.3839551000743527,llama1b_base_v2,,,,outputs/behavior/attenuation_correction.csv,0.4993184830270196,0.5341683920266724,,,,,,,,,,,,,,,,,,
behavior_attenuation,corrected_slope,0.4182980620087679,llama1b_instruct_v3,,,,outputs/behavior/attenuation_correction.csv,0.5312885130908132,0.503436654164137,,,,,,,,,,,,,,,,,,
behavior_attenuation,corrected_slope,0.5153283344427166,qwen3b_base_v2,,,,outputs/behavior/attenuation_correction.csv,0.6435971586654143,0.6448722456104139,,,,,,,,,,,,,,,,,,
behavior_attenuation,corrected_slope,0.3611571465481255,qwen3b_instruct_v3,,,,outputs/behavior/attenuation_correction.csv,0.4400903998522893,0.4360044668121078,,,,,,,,,,,,,,,,,,
behavior_attenuation,corrected_slope,0.851969212957108,llama3b_base_v2,,,,outputs/behavior/attenuation_correction.csv,1.0633925593708102,0.7719789680436844,,,,,,,,,,,,,,,,,,
behavior_attenuation,corrected_slope,0.8651783122892995,llama3b_instruct_v3,,,,outputs/behavior/attenuation_correction.csv,1.0923141553392122,0.8067197957658047,,,,,,,,,,,,,,,,,,
behavior_attenuation,corrected_slope,1.1864175132313004,qwen7b_base_v2,,,,outputs/behavior/attenuation_correction.csv,1.472741753749927,0.8131913789761678,,,,,,,,,,,,,,,,,,
behavior_attenuation,corrected_slope,1.329162755846094,qwen7b_instruct_v3,,,,outputs/behavior/attenuation_correction.csv,1.6232414352566662,0.8526936552406503,,,,,,,,,,,,,,,,,,
behavior_attenuation,corrected_slope,1.2346099935493942,llama8b_base_v2,,,,outputs/behavior/attenuation_correction.csv,1.5274743213443194,0.8571641355095967,,,,,,,,,,,,,,,,,,
behavior_attenuation,corrected_slope,1.3905570945599608,llama8b_instruct_v3,,,,outputs/behavior/attenuation_correction.csv,1.7117873157038774,0.8885795031245902,,,,,,,,,,,,,,,,,,
behavior_attenuation,corrected_slope,1.2075543478830009,qwen14b_base_v2,,,,outputs/behavior/attenuation_correction.csv,1.4765688315993195,0.8347270551523491,,,,,,,,,,,,,,,,,,
behavior_attenuation,corrected_slope,1.212260769703136,qwen14b_instruct_v3,,,,outputs/behavior/attenuation_correction.csv,1.4770861790097063,0.8331829657314647,,,,,,,,,,,,,,,,,,
behavior_matrix,matrix_alignment_point,0.3424585718622136,qwen05b_base_v2,item,,,outputs/behavior/qwen05b_base_v2/comparison_metrics.csv,,,qwen05b_base,0.0001999600079984,0.2033741708257303,5766.0,,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.6295971329815541,qwen05b_base_v2,item_within,,,outputs/behavior/qwen05b_base_v2/comparison_metrics.csv,,,qwen05b_base,,0.1929772907479138,1092.0,0.7062210548647053,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.1428697451269868,qwen05b_base_v2,item_between,,,outputs/behavior/qwen05b_base_v2/comparison_metrics.csv,,,qwen05b_base,,0.205727518840898,4674.0,0.1310258857828143,,,,,,,,,,,,,
behavior_matrix,matrix_alignment_point,0.142144337033621,qwen05b_base_v2,subscale,,,outputs/behavior/qwen05b_base_v2/comparison_metrics.csv,,,qwen05b_base,0.0759848030393921,0.313300731541765,112.0,,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.6349937482629056,qwen05b_base_v2,subscale_within,,,outputs/behavior/qwen05b_base_v2/comparison_metrics.csv,,,qwen05b_base,,0.2034201370347571,18.0,0.5755805753272674,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.0558818031017728,qwen05b_base_v2,subscale_between,,,outputs/behavior/qwen05b_base_v2/comparison_metrics.csv,,,qwen05b_base,,0.3301963870885226,94.0,0.0707039990377789,,,,,,,,,,,,,
behavior_matrix,matrix_alignment_point,0.4666497521492188,qwen05b_base_v2,scale,,,outputs/behavior/qwen05b_base_v2/comparison_metrics.csv,,,qwen05b_base,0.0321935612877424,0.2723003087011493,21.0,,,,,,,,,,,,,,
behavior_matrix,matrix_alignment_point,0.4640470026400577,qwen05b_instruct_v3,item,,,outputs/behavior/qwen05b_instruct_v3/comparison_metrics.csv,,,qwen05b_instruct,0.0001999600079984,0.1889863439469406,5918.0,,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.7476592179215443,qwen05b_instruct_v3,item_within,,,outputs/behavior/qwen05b_instruct_v3/comparison_metrics.csv,,,qwen05b_instruct,,0.1452538564386749,1110.0,0.827205859060866,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.268643809838983,qwen05b_instruct_v3,item_between,,,outputs/behavior/qwen05b_instruct_v3/comparison_metrics.csv,,,qwen05b_instruct,,0.1977130017487426,4808.0,0.2639526629967584,,,,,,,,,,,,,
behavior_matrix,matrix_alignment_point,0.306889434190254,qwen05b_instruct_v3,subscale,,,outputs/behavior/qwen05b_instruct_v3/comparison_metrics.csv,,,qwen05b_instruct,0.001999600079984,0.3020976631361871,120.0,,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.5109744972145317,qwen05b_instruct_v3,subscale_within,,,outputs/behavior/qwen05b_instruct_v3/comparison_metrics.csv,,,qwen05b_instruct,,0.2036640436284415,18.0,0.5159935412539143,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.2803047277795136,qwen05b_instruct_v3,subscale_between,,,outputs/behavior/qwen05b_instruct_v3/comparison_metrics.csv,,,qwen05b_instruct,,0.3163042869886379,102.0,0.2892014906164252,,,,,,,,,,,,,
behavior_matrix,matrix_alignment_point,0.738401570101588,qwen05b_instruct_v3,scale,,,outputs/behavior/qwen05b_instruct_v3/comparison_metrics.csv,,,qwen05b_instruct,0.0047990401919616,0.1808961021076407,21.0,,,,,,,,,,,,,,
behavior_matrix,matrix_alignment_point,0.2513667128659559,llama1b_base_v2,item,,,outputs/behavior/llama1b_base_v2/comparison_metrics.csv,,,llama1b_base,0.0001999600079984,0.2530037802573206,5309.0,,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.3210725231004729,llama1b_base_v2,item_within,,,outputs/behavior/llama1b_base_v2/comparison_metrics.csv,,,llama1b_base,,0.3021277112160355,1110.0,0.3100814368564304,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.2895589778450385,llama1b_base_v2,item_between,,,outputs/behavior/llama1b_base_v2/comparison_metrics.csv,,,llama1b_base,,0.2383318302156655,4199.0,0.2246076110982146,,,,,,,,,,,,,
behavior_matrix,matrix_alignment_point,0.3784252477650374,llama1b_base_v2,subscale,,,outputs/behavior/llama1b_base_v2/comparison_metrics.csv,,,llama1b_base,0.0005998800239952,0.2850635016387937,111.0,,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.5749462335185566,llama1b_base_v2,subscale_within,,,outputs/behavior/llama1b_base_v2/comparison_metrics.csv,,,llama1b_base,,0.2417779402025568,18.0,0.4921825165404845,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.3003475248651663,llama1b_base_v2,subscale_between,,,outputs/behavior/llama1b_base_v2/comparison_metrics.csv,,,llama1b_base,,0.2927029191116857,93.0,0.3628698871798927,,,,,,,,,,,,,
behavior_matrix,matrix_alignment_point,0.6006764898119012,llama1b_base_v2,scale,,,outputs/behavior/llama1b_base_v2/comparison_metrics.csv,,,llama1b_base,0.0041991601679664,0.2995471974855621,18.0,,,,,,,,,,,,,,
behavior_matrix,matrix_alignment_point,0.4338749660691747,llama1b_instruct_v3,item,,,outputs/behavior/llama1b_instruct_v3/comparison_metrics.csv,,,llama1b_instruct,0.0001999600079984,0.1870564977476652,5765.0,,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.66718995779724,llama1b_instruct_v3,item_within,,,outputs/behavior/llama1b_instruct_v3/comparison_metrics.csv,,,llama1b_instruct,,0.1527423955681283,1108.0,0.7992945127782601,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.2878424383485756,llama1b_instruct_v3,item_between,,,outputs/behavior/llama1b_instruct_v3/comparison_metrics.csv,,,llama1b_instruct,,0.1943303160644073,4657.0,0.2607250144855652,,,,,,,,,,,,,
behavior_matrix,matrix_alignment_point,0.4931224469289504,llama1b_instruct_v3,subscale,,,outputs/behavior/llama1b_instruct_v3/comparison_metrics.csv,,,llama1b_instruct,0.0001999600079984,0.276866443500353,120.0,,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.8957177132797867,llama1b_instruct_v3,subscale_within,,,outputs/behavior/llama1b_instruct_v3/comparison_metrics.csv,,,llama1b_instruct,,0.1326203469097377,18.0,0.8212537245991588,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.4785582000306574,llama1b_instruct_v3,subscale_between,,,outputs/behavior/llama1b_instruct_v3/comparison_metrics.csv,,,llama1b_instruct,,0.295090821661171,102.0,0.459520101341774,,,,,,,,,,,,,
behavior_matrix,matrix_alignment_point,0.5309804362664987,llama1b_instruct_v3,scale,,,outputs/behavior/llama1b_instruct_v3/comparison_metrics.csv,,,llama1b_instruct,0.0181963607278544,0.2545598103509687,21.0,,,,,,,,,,,,,,
behavior_matrix,matrix_alignment_point,0.5924712278881816,qwen3b_base_v2,item,,,outputs/behavior/qwen3b_base_v2/comparison_metrics.csv,,,qwen3b_base,0.0001999600079984,0.16810060609999,5391.0,,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.9959470944910692,qwen3b_base_v2,item_within,,,outputs/behavior/qwen3b_base_v2/comparison_metrics.csv,,,qwen3b_base,,0.0143392834466565,1110.0,0.9983834876856768,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.3666289230032459,qwen3b_base_v2,item_between,,,outputs/behavior/qwen3b_base_v2/comparison_metrics.csv,,,qwen3b_base,,0.1884975705742842,4281.0,0.3375387636910257,,,,,,,,,,,,,
behavior_matrix,matrix_alignment_point,0.5692799307238003,qwen3b_base_v2,subscale,,,outputs/behavior/qwen3b_base_v2/comparison_metrics.csv,,,qwen3b_base,0.0001999600079984,0.2623680015048003,120.0,,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.9972289213353274,qwen3b_base_v2,subscale_within,,,outputs/behavior/qwen3b_base_v2/comparison_metrics.csv,,,qwen3b_base,,0.0079869277313393,18.0,0.9992526941150384,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.6003743464122229,qwen3b_base_v2,subscale_between,,,outputs/behavior/qwen3b_base_v2/comparison_metrics.csv,,,qwen3b_base,,0.2845582739066764,102.0,0.533441209616172,,,,,,,,,,,,,
behavior_matrix,matrix_alignment_point,0.6687948124858114,qwen3b_base_v2,scale,,,outputs/behavior/qwen3b_base_v2/comparison_metrics.csv,,,qwen3b_base,0.002999400119976,0.2253773935224549,21.0,,,,,,,,,,,,,,
behavior_matrix,matrix_alignment_point,0.6264587068099869,qwen3b_instruct_v3,item,,,outputs/behavior/qwen3b_instruct_v3/comparison_metrics.csv,,,qwen3b_instruct,0.0001999600079984,0.1609168387260102,5220.0,,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.9695796157866136,qwen3b_instruct_v3,item_within,,,outputs/behavior/qwen3b_instruct_v3/comparison_metrics.csv,,,qwen3b_instruct,,0.0331470993940515,1110.0,0.9916301386163936,,,,,,,,,,,,,
behavior_matrix,matrix_slope_point,0.4540952272236172,qwen3b_instruct_v3,item_between,,,outputs/behavior/qwen3b_instruct_v3/comparison_metrics.csv,,,qwen3b_instruct,,0.1805292872322253,4110.0,0.3976558935466745,,,,,,,,,,,,,
