model,group,dropped_pair,slope_full,slope_loo,delta_slope
llama1b_instruct,stable,IRI_Perspective_taking × PANAS_Negative_Affect,1.3387890443363015,1.337460295335382,0.0013287490009195047
llama1b_instruct,stable,IRI_Perspective_taking × LifeSat_Life_Satisfaction,1.3387890443363015,1.3426460088661591,-0.0038569645298576205
llama1b_instruct,stable,PANAS_Negative_Affect × LifeSat_Life_Satisfaction,1.3387890443363015,1.2649039592035212,0.07388508513278036
llama1b_instruct,ambiguous,BigFive_Openness × PANAS_Positive_Affect,1.8538982750098052,1.907340291709125,-0.053442016699319694
llama1b_instruct,ambiguous,BigFive_Openness × Lonely_Loneliness,1.8538982750098052,1.7664412249345063,0.08745705007529891
llama1b_instruct,ambiguous,BigFive_Openness × IRI_Personal_distress,1.8538982750098052,1.7858585082853329,0.06803976672447232
llama1b_instruct,ambiguous,BigFive_Openness × IRI_Fantasy,1.8538982750098052,1.859204132268112,-0.005305857258306901
llama1b_instruct,ambiguous,PANAS_Positive_Affect × Lonely_Loneliness,1.8538982750098052,1.8918197656253763,-0.03792149061557115
llama1b_instruct,ambiguous,PANAS_Positive_Affect × IRI_Personal_distress,1.8538982750098052,1.9103959094109513,-0.05649763440114608
llama1b_instruct,ambiguous,PANAS_Positive_Affect × IRI_Fantasy,1.8538982750098052,1.8503848147969795,0.0035134602128257253
llama1b_instruct,ambiguous,Lonely_Loneliness × IRI_Personal_distress,1.8538982750098052,1.7303416444308835,0.12355663057892174
llama1b_instruct,ambiguous,Lonely_Loneliness × IRI_Fantasy,1.8538982750098052,1.8552713022882936,-0.0013730272784884257
llama1b_instruct,ambiguous,IRI_Personal_distress × IRI_Fantasy,1.8538982750098052,2.0278458061897062,-0.17394753117990103
llama1b_instruct,specific,POM_Peace_of_Mind × SelfConst_Independent_self,1.6227945242773414,0.5846572606762673,1.0381372636010742
llama1b_instruct,specific,POM_Peace_of_Mind × SelfConst_Interdependent_self,1.6227945242773414,1.5482667264822283,0.0745277977951131
llama1b_instruct,specific,SelfConst_Independent_self × SelfConst_Interdependent_self,1.6227945242773414,1.896606324222595,-0.2738117999452536
qwen3b_instruct,stable,BigFive_Extraversion × BigFive_Agreeableness,1.3159769836606179,1.3473295921451705,-0.03135260848455257
qwen3b_instruct,stable,BigFive_Extraversion × BigFive_Conscientiousness,1.3159769836606179,1.3540515566927496,-0.03807457303213169
qwen3b_instruct,stable,BigFive_Extraversion × BigFive_Neuroticism,1.3159769836606179,1.3118853444028273,0.004091639257790547
qwen3b_instruct,stable,BigFive_Extraversion × IRI_Empathic_concern,1.3159769836606179,1.3061143985271648,0.009862585133453061
qwen3b_instruct,stable,BigFive_Extraversion × IRI_Perspective_taking,1.3159769836606179,1.2883778944985829,0.027599089162035018
qwen3b_instruct,stable,BigFive_Extraversion × PANAS_Negative_Affect,1.3159769836606179,1.2833605431102892,0.03261644055032864
qwen3b_instruct,stable,BigFive_Extraversion × LifeSat_Life_Satisfaction,1.3159769836606179,1.2749877521949724,0.04098923146564548
qwen3b_instruct,stable,BigFive_Agreeableness × BigFive_Conscientiousness,1.3159769836606179,1.3155996896219346,0.0003772940386832513
qwen3b_instruct,stable,BigFive_Agreeableness × BigFive_Neuroticism,1.3159769836606179,1.3209252300188516,-0.0049482463582337655
qwen3b_instruct,stable,BigFive_Agreeableness × IRI_Empathic_concern,1.3159769836606179,1.415589833382665,-0.0996128497220472
qwen3b_instruct,stable,BigFive_Agreeableness × IRI_Perspective_taking,1.3159769836606179,1.3900753370827303,-0.07409835342211246
qwen3b_instruct,stable,BigFive_Agreeableness × PANAS_Negative_Affect,1.3159769836606179,1.3182409745489563,-0.0022639908883383963
qwen3b_instruct,stable,BigFive_Agreeableness × LifeSat_Life_Satisfaction,1.3159769836606179,1.3239987553852781,-0.008021771724660232
qwen3b_instruct,stable,BigFive_Conscientiousness × BigFive_Neuroticism,1.3159769836606179,1.2716515945817988,0.04432538907881911
qwen3b_instruct,stable,BigFive_Conscientiousness × IRI_Empathic_concern,1.3159769836606179,1.318274974477481,-0.0022979908168632157
qwen3b_instruct,stable,BigFive_Conscientiousness × IRI_Perspective_taking,1.3159769836606179,1.30654989980843,0.009427083852187934
qwen3b_instruct,stable,BigFive_Conscientiousness × PANAS_Negative_Affect,1.3159769836606179,1.248781269949451,0.06719571371116695
qwen3b_instruct,stable,BigFive_Conscientiousness × LifeSat_Life_Satisfaction,1.3159769836606179,1.2643990523929933,0.051577931267624555
qwen3b_instruct,stable,BigFive_Neuroticism × IRI_Empathic_concern,1.3159769836606179,1.3366296400477193,-0.020652656387101453
qwen3b_instruct,stable,BigFive_Neuroticism × IRI_Perspective_taking,1.3159769836606179,1.3068526384674237,0.009124345193194161
qwen3b_instruct,stable,BigFive_Neuroticism × PANAS_Negative_Affect,1.3159769836606179,1.29867616906869,0.017300814591927782
qwen3b_instruct,stable,BigFive_Neuroticism × LifeSat_Life_Satisfaction,1.3159769836606179,1.2577767017953259,0.058200281865292025
qwen3b_instruct,stable,IRI_Empathic_concern × IRI_Perspective_taking,1.3159769836606179,1.4273207691002936,-0.11134378543967571
qwen3b_instruct,stable,IRI_Empathic_concern × PANAS_Negative_Affect,1.3159769836606179,1.350417401455399,-0.03444041779478102
qwen3b_instruct,stable,IRI_Empathic_concern × LifeSat_Life_Satisfaction,1.3159769836606179,1.3376589045358562,-0.021681920875238347
qwen3b_instruct,stable,IRI_Perspective_taking × PANAS_Negative_Affect,1.3159769836606179,1.314140653044954,0.0018363306156639059
qwen3b_instruct,stable,IRI_Perspective_taking × LifeSat_Life_Satisfaction,1.3159769836606179,1.3198733605791935,-0.0038963769185755837
qwen3b_instruct,stable,PANAS_Negative_Affect × LifeSat_Life_Satisfaction,1.3159769836606179,1.2395163802886655,0.07646060337195237
qwen3b_instruct,ambiguous,BigFive_Openness × PANAS_Positive_Affect,1.6477381346177844,1.6285253098950987,0.019212824722685706
qwen3b_instruct,ambiguous,BigFive_Openness × Lonely_Loneliness,1.6477381346177844,1.5531767273106818,0.09456140730710261
qwen3b_instruct,ambiguous,BigFive_Openness × IRI_Personal_distress,1.6477381346177844,1.587370784627457,0.060367349990327446
qwen3b_instruct,ambiguous,BigFive_Openness × IRI_Fantasy,1.6477381346177844,1.6600994362147563,-0.012361301596971908
qwen3b_instruct,ambiguous,PANAS_Positive_Affect × Lonely_Loneliness,1.6477381346177844,1.6442138775459791,0.003524257071805259
qwen3b_instruct,ambiguous,PANAS_Positive_Affect × IRI_Personal_distress,1.6477381346177844,1.6981696069292214,-0.050431472311436965
qwen3b_instruct,ambiguous,PANAS_Positive_Affect × IRI_Fantasy,1.6477381346177844,1.6388514470932105,0.008886687524573889
qwen3b_instruct,ambiguous,Lonely_Loneliness × IRI_Personal_distress,1.6477381346177844,1.5333753555729728,0.11436277904481162
qwen3b_instruct,ambiguous,Lonely_Loneliness × IRI_Fantasy,1.6477381346177844,1.662338819485764,-0.014600684867979608
qwen3b_instruct,ambiguous,IRI_Personal_distress × IRI_Fantasy,1.6477381346177844,1.9035120115302828,-0.2557738769124984
qwen3b_instruct,specific,POM_Peace_of_Mind × SelfConst_Independent_self,1.7704710287530963,-0.17024395212445775,1.9407149808775541
qwen3b_instruct,specific,POM_Peace_of_Mind × SelfConst_Interdependent_self,1.7704710287530963,1.6311472430226122,0.1393237857304841
qwen3b_instruct,specific,SelfConst_Independent_self × SelfConst_Interdependent_self,1.7704710287530963,2.28234039393851,-0.5118693651854136
llama3b_instruct,stable,BigFive_Extraversion × BigFive_Agreeableness,1.5741943351601475,1.597265768086584,-0.02307143292643654
llama3b_instruct,stable,BigFive_Extraversion × BigFive_Conscientiousness,1.5741943351601475,1.6185719658981268,-0.04437763073797929
llama3b_instruct,stable,BigFive_Extraversion × BigFive_Neuroticism,1.5741943351601475,1.569329549603718,0.004864785556429441
llama3b_instruct,stable,BigFive_Extraversion × IRI_Empathic_concern,1.5741943351601475,1.5681613604646456,0.006032974695501903
llama3b_instruct,stable,BigFive_Extraversion × IRI_Perspective_taking,1.5741943351601475,1.543151263385282,0.031043071774865538
llama3b_instruct,stable,BigFive_Extraversion × PANAS_Negative_Affect,1.5741943351601475,1.5475362608727394,0.026658074287408073
llama3b_instruct,stable,BigFive_Extraversion × LifeSat_Life_Satisfaction,1.5741943351601475,1.5317495386226416,0.04244479653750588
llama3b_instruct,stable,BigFive_Agreeableness × BigFive_Conscientiousness,1.5741943351601475,1.574387604758926,-0.00019326959877852268
llama3b_instruct,stable,BigFive_Agreeableness × BigFive_Neuroticism,1.5741943351601475,1.588193731930987,-0.01399939677083939
llama3b_instruct,stable,BigFive_Agreeableness × IRI_Empathic_concern,1.5741943351601475,1.640302936632034,-0.06610860147188657
llama3b_instruct,stable,BigFive_Agreeableness × IRI_Perspective_taking,1.5741943351601475,1.6582398232556181,-0.08404548809547063
llama3b_instruct,stable,BigFive_Agreeableness × PANAS_Negative_Affect,1.5741943351601475,1.580669544083899,-0.006475208923751419
llama3b_instruct,stable,BigFive_Agreeableness × LifeSat_Life_Satisfaction,1.5741943351601475,1.5794627332347337,-0.0052683980745862335
llama3b_instruct,stable,BigFive_Conscientiousness × BigFive_Neuroticism,1.5741943351601475,1.504176550087784,0.07001778507236356
llama3b_instruct,stable,BigFive_Conscientiousness × IRI_Empathic_concern,1.5741943351601475,1.5865214070464937,-0.012327071886346186
llama3b_instruct,stable,BigFive_Conscientiousness × IRI_Perspective_taking,1.5741943351601475,1.5680724555557153,0.006121879604432223
llama3b_instruct,stable,BigFive_Conscientiousness × PANAS_Negative_Affect,1.5741943351601475,1.5079708870053998,0.06622344815474768
llama3b_instruct,stable,BigFive_Conscientiousness × LifeSat_Life_Satisfaction,1.5741943351601475,1.5225422779380557,0.05165205722209176
llama3b_instruct,stable,BigFive_Neuroticism × IRI_Empathic_concern,1.5741943351601475,1.5959766572612795,-0.021782322101131957
llama3b_instruct,stable,BigFive_Neuroticism × IRI_Perspective_taking,1.5741943351601475,1.565662435991841,0.008531899168306545
llama3b_instruct,stable,BigFive_Neuroticism × PANAS_Negative_Affect,1.5741943351601475,1.6146568387705886,-0.040462503610441125
llama3b_instruct,stable,BigFive_Neuroticism × LifeSat_Life_Satisfaction,1.5741943351601475,1.5030730412863063,0.07112129387384125
llama3b_instruct,stable,IRI_Empathic_concern × IRI_Perspective_taking,1.5741943351601475,1.65959778077274,-0.0854034456125925
llama3b_instruct,stable,IRI_Empathic_concern × PANAS_Negative_Affect,1.5741943351601475,1.5994153817539898,-0.025221046593842278
llama3b_instruct,stable,IRI_Empathic_concern × LifeSat_Life_Satisfaction,1.5741943351601475,1.594672210961873,-0.020477875801725443
llama3b_instruct,stable,IRI_Perspective_taking × PANAS_Negative_Affect,1.5741943351601475,1.5725528896421936,0.0016414455179538656
llama3b_instruct,stable,IRI_Perspective_taking × LifeSat_Life_Satisfaction,1.5741943351601475,1.5777911281674788,-0.0035967930073312893
llama3b_instruct,stable,PANAS_Negative_Affect × LifeSat_Life_Satisfaction,1.5741943351601475,1.5165336121132884,0.0576607230468591
llama3b_instruct,ambiguous,BigFive_Openness × PANAS_Positive_Affect,2.017270604227428,2.0662192595077835,-0.048948655280355524
llama3b_instruct,ambiguous,BigFive_Openness × Lonely_Loneliness,2.017270604227428,1.9247935018808136,0.09247710234661444
llama3b_instruct,ambiguous,BigFive_Openness × IRI_Personal_distress,2.017270604227428,1.9529283506454613,0.06434225358196666
llama3b_instruct,ambiguous,BigFive_Openness × IRI_Fantasy,2.017270604227428,2.019606169384662,-0.0023355651572338765
llama3b_instruct,ambiguous,PANAS_Positive_Affect × Lonely_Loneliness,2.017270604227428,2.0534823440315413,-0.036211739804113297
llama3b_instruct,ambiguous,PANAS_Positive_Affect × IRI_Personal_distress,2.017270604227428,2.086597984524949,-0.06932738029752095
llama3b_instruct,ambiguous,PANAS_Positive_Affect × IRI_Fantasy,2.017270604227428,2.0137071747946402,0.003563429432787757
llama3b_instruct,ambiguous,Lonely_Loneliness × IRI_Personal_distress,2.017270604227428,1.9111352276214237,0.10613537660600425
llama3b_instruct,ambiguous,Lonely_Loneliness × IRI_Fantasy,2.017270604227428,2.014195706470948,0.003074897756480066
llama3b_instruct,ambiguous,IRI_Personal_distress × IRI_Fantasy,2.017270604227428,2.172580625814896,-0.15531002158746787
llama3b_instruct,specific,POM_Peace_of_Mind × SelfConst_Independent_self,2.0677131426486044,0.7077058785200591,1.3600072641285452
llama3b_instruct,specific,POM_Peace_of_Mind × SelfConst_Interdependent_self,2.0677131426486044,1.9700783211903459,0.09763482145825852
llama3b_instruct,specific,SelfConst_Independent_self × SelfConst_Interdependent_self,2.0677131426486044,2.4264191153423615,-0.35870597269375715
qwen7b_instruct,stable,BigFive_Extraversion × BigFive_Agreeableness,1.5592199348939275,1.5911408319773317,-0.031920897083404176
qwen7b_instruct,stable,BigFive_Extraversion × BigFive_Conscientiousness,1.5592199348939275,1.6060121804246417,-0.04679224553071415
qwen7b_instruct,stable,BigFive_Extraversion × BigFive_Neuroticism,1.5592199348939275,1.5542899987295384,0.0049299361643890816
qwen7b_instruct,stable,BigFive_Extraversion × IRI_Empathic_concern,1.5592199348939275,1.5495298689956398,0.009690065898287692
qwen7b_instruct,stable,BigFive_Extraversion × IRI_Perspective_taking,1.5592199348939275,1.5267284182904128,0.03249151660351468
qwen7b_instruct,stable,BigFive_Extraversion × PANAS_Negative_Affect,1.5592199348939275,1.5272680007562478,0.031951934137679716
qwen7b_instruct,stable,BigFive_Extraversion × LifeSat_Life_Satisfaction,1.5592199348939275,1.5178769156493646,0.04134301924456296
qwen7b_instruct,stable,BigFive_Agreeableness × BigFive_Conscientiousness,1.5592199348939275,1.5574863253220048,0.0017336095719227007
qwen7b_instruct,stable,BigFive_Agreeableness × BigFive_Neuroticism,1.5592199348939275,1.5837199855227335,-0.024500050628806003
qwen7b_instruct,stable,BigFive_Agreeableness × IRI_Empathic_concern,1.5592199348939275,1.5736494869784834,-0.014429552084555874
qwen7b_instruct,stable,BigFive_Agreeableness × IRI_Perspective_taking,1.5592199348939275,1.6610587321781243,-0.10183879728419676
qwen7b_instruct,stable,BigFive_Agreeableness × PANAS_Negative_Affect,1.5592199348939275,1.5667682297535375,-0.00754829485960995
qwen7b_instruct,stable,BigFive_Agreeableness × LifeSat_Life_Satisfaction,1.5592199348939275,1.5656314799342852,-0.00641154504035768
qwen7b_instruct,stable,BigFive_Conscientiousness × BigFive_Neuroticism,1.5592199348939275,1.489871842390349,0.06934809250357854
qwen7b_instruct,stable,BigFive_Conscientiousness × IRI_Empathic_concern,1.5592199348939275,1.569050257160412,-0.009830322266484393
qwen7b_instruct,stable,BigFive_Conscientiousness × IRI_Perspective_taking,1.5592199348939275,1.549978488822961,0.009241446070966441
qwen7b_instruct,stable,BigFive_Conscientiousness × PANAS_Negative_Affect,1.5592199348939275,1.482122638336487,0.07709729655744058
qwen7b_instruct,stable,BigFive_Conscientiousness × LifeSat_Life_Satisfaction,1.5592199348939275,1.496703854915398,0.06251607997852959
qwen7b_instruct,stable,BigFive_Neuroticism × IRI_Empathic_concern,1.5592199348939275,1.5831439380935581,-0.023924003199630617
qwen7b_instruct,stable,BigFive_Neuroticism × IRI_Perspective_taking,1.5592199348939275,1.536486891475017,0.02273304341891058
qwen7b_instruct,stable,BigFive_Neuroticism × PANAS_Negative_Affect,1.5592199348939275,1.5849218277644908,-0.025701892870563237
qwen7b_instruct,stable,BigFive_Neuroticism × LifeSat_Life_Satisfaction,1.5592199348939275,1.499673364738861,0.05954657015506659
qwen7b_instruct,stable,IRI_Empathic_concern × IRI_Perspective_taking,1.5592199348939275,1.6759206255854209,-0.11670069069149336
qwen7b_instruct,stable,IRI_Empathic_concern × PANAS_Negative_Affect,1.5592199348939275,1.5985552662999918,-0.03933533140606427
qwen7b_instruct,stable,IRI_Empathic_concern × LifeSat_Life_Satisfaction,1.5592199348939275,1.5844373354084254,-0.025217400514497834
qwen7b_instruct,stable,IRI_Perspective_taking × PANAS_Negative_Affect,1.5592199348939275,1.5566325007669177,0.002587434127009791
qwen7b_instruct,stable,IRI_Perspective_taking × LifeSat_Life_Satisfaction,1.5592199348939275,1.5639389793469627,-0.0047190444530351705
qwen7b_instruct,stable,PANAS_Negative_Affect × LifeSat_Life_Satisfaction,1.5592199348939275,1.5089806394014542,0.0502392954924733
qwen7b_instruct,ambiguous,BigFive_Openness × PANAS_Positive_Affect,2.054609191001257,2.1516258137315036,-0.09701662273024647
qwen7b_instruct,ambiguous,BigFive_Openness × Lonely_Loneliness,2.054609191001257,1.9590989063487965,0.0955102846524607
qwen7b_instruct,ambiguous,BigFive_Openness × IRI_Personal_distress,2.054609191001257,1.9939549844877722,0.060654206513484965
qwen7b_instruct,ambiguous,BigFive_Openness × IRI_Fantasy,2.054609191001257,2.054943513409549,-0.00033432240829167625
qwen7b_instruct,ambiguous,PANAS_Positive_Affect × Lonely_Loneliness,2.054609191001257,2.0774458688627058,-0.022836677861448607
qwen7b_instruct,ambiguous,PANAS_Positive_Affect × IRI_Personal_distress,2.054609191001257,2.14563532082717,-0.09102612982591296
qwen7b_instruct,ambiguous,PANAS_Positive_Affect × IRI_Fantasy,2.054609191001257,2.0526794621876436,0.0019297288136135293
qwen7b_instruct,ambiguous,Lonely_Loneliness × IRI_Personal_distress,2.054609191001257,1.9707922905582378,0.08381690044301937
qwen7b_instruct,ambiguous,Lonely_Loneliness × IRI_Fantasy,2.054609191001257,2.0468885007417064,0.0077206902595508
qwen7b_instruct,ambiguous,IRI_Personal_distress × IRI_Fantasy,2.054609191001257,2.135703563153342,-0.08109437215208493
qwen7b_instruct,specific,POM_Peace_of_Mind × SelfConst_Independent_self,1.8476919853963925,0.20851536277288282,1.6391766226235096
qwen7b_instruct,specific,POM_Peace_of_Mind × SelfConst_Interdependent_self,1.8476919853963925,1.7300156162257114,0.11767636917068103
qwen7b_instruct,specific,SelfConst_Independent_self × SelfConst_Interdependent_self,1.8476919853963925,2.280029709130386,-0.4323377237339934
llama8b_instruct,stable,BigFive_Extraversion × BigFive_Agreeableness,1.6125339733996422,1.6393730813234049,-0.02683910792376265
llama8b_instruct,stable,BigFive_Extraversion × BigFive_Conscientiousness,1.6125339733996422,1.6549525067688091,-0.0424185333691669
llama8b_instruct,stable,BigFive_Extraversion × BigFive_Neuroticism,1.6125339733996422,1.6078891686819992,0.0046448047176430585
llama8b_instruct,stable,BigFive_Extraversion × IRI_Empathic_concern,1.6125339733996422,1.6050632971548529,0.007470676244789365
llama8b_instruct,stable,BigFive_Extraversion × IRI_Perspective_taking,1.6125339733996422,1.5774091720997034,0.03512480129993878
llama8b_instruct,stable,BigFive_Extraversion × PANAS_Negative_Affect,1.6125339733996422,1.5814549897460328,0.031078983653609393
llama8b_instruct,stable,BigFive_Extraversion × LifeSat_Life_Satisfaction,1.6125339733996422,1.5707338865096212,0.041800086890021015
llama8b_instruct,stable,BigFive_Agreeableness × BigFive_Conscientiousness,1.6125339733996422,1.6113487359117526,0.0011852374878895677
llama8b_instruct,stable,BigFive_Agreeableness × BigFive_Neuroticism,1.6125339733996422,1.6400263841092184,-0.027492410709576198
